start	end	text
807160	812720	законодательными полномочиями, но имеет право расширительного толкования законов, принятых
812720	818380	британским парламентом, приметивно к особенностям регионального развития Уэллса по вопросам
818380	826160	здравоохранения, жилищного строительства, просвещения и ряду других вопросов. Что касается
826160	835100	Северной Ирландии, то до 1972 года в Северной Ирландии был свой парламент, формировалось
835100	840440	ответственное перед ним правительство. Затем автономия в связи с обострением политического
840440	848320	конфликта была упразднена вплоть до 1998 года, когда были достигнуты соглашения в Белфасте,
848420	853940	получившие позже закрепление в законе о Северной Ирландии. Была избрана ассамблея и сформирован
853940	859660	исполнительный орган, имеющий соответствующие полномочия, причем полномочия этих органов
859660	866860	Северной Ирландии шире гораздо полномочий аналогичных органов Шотландии. Ассамблея действует
866860	878020	за 29 ноября 1999 года. Состоит из 108 членов, по 6 от каждого из 18 избирательных округов.
878420	884140	Первый министр и его заместители сбираются вместе, что заставляет политические партии действовать
884140	889800	согласованно. Высшие исполнительные органы Северной Ирландии формируются на основе
889800	899560	представленности партий по формуле Донта. 11 февраля 2000 года в основе закона о Северной
899560	905740	Ирландии 2000 года была приостановлена деятельность ассамблеи исполнительных органов Северной
905740	913800	Ирландии до 30 мая, чем де-факто было установлено прямое управление регионом. В дальнейшем еще
913800	920200	дважды приостанавливалась его деятельность приказом министра внутренних дел на 24 часа для
920200	926580	разрешения кризисных ситуаций. При этом сохраняются существенные прерогативы центральной власти.
927200	932180	В частности, у нее есть право приостанавливать деятельность органов власти Северной Ирландии,
932300	938440	что уже было однажды реализовано. В правительстве Великобритании предусмотрено наличие должности
938440	944300	государственных секретарей по вопросам Шотландии, Уэлси и Северной Ирландии. Они обеспечивают,
944440	950280	с одной стороны, учет интересов соответствующих территорий, с другой осуществляют административный
950280	957380	надзор за их органами власти. Что касается Англии, то она в настоящее время разделена на 4 региона
957380	965480	по чисто географическому принципу. После реформ 1990-х годов в Северной Ирландии, Уэлси и Шотландии
965480	971720	Англия осталось единственной из четырех частей Великобритании, которые не имеют
971720	976900	собственного парламента и правительства. Функции парламента Англии исполняет парламент
976900	982000	Великобритании. Функции правительства – правительство Великобритании. Существует
982000	986780	движение в поддержку создания самостоятельного парламента и правительства Англии.
987440	993800	Территории с особым статусом, о которых было сказано в начале этого вопроса.
993800	1002640	Территориями с особым статусом являются основные территории – это остров Мэн и ряд других островов в непосредственной близости от Великобритании.
1003180	1013140	И также зависимые территории или заморские владения – Гибралтар, остров Святой Елены, Фалклендские острова, Бермудские острова и некоторые другие.
1013760	1022780	Различия между ними состоят, во-первых, в истории и основаниях попадания под британский суверенитет, во-вторых, в степени унификации системы власти.
1022780	1029140	Так, островные территории имеют собственные судебные системы, а зависимой территории нет.
1029560	1045940	В каждой зависимой территории есть представляющий монарха-губернатор, хотя он и занимает разные положения, но само наличие поста губернатора в определенной степени унифицирует систему власти, а на островных территориях власть не унифицирована.
1046520	1051320	Но эти различия все же не имеют принципиального характера.
1051320	1057940	Следующий вопрос, который мы должны рассмотреть, это административно-территориальная единица Великобритании.
1057940	1064120	Вся территория Англии, Уэллс и Северной Ирландии разделена на графства.
1064580	1066140	В Англии 45 графств.
1066400	1070340	Графства, в свою очередь, состоят из 296 округов.
1070840	1077060	В сельской местности и небольших городах Англии низовой административной территориальной единицей выступает приход.
1077060	1088060	В отдельно административную территориальную единицу, не входящую в систему графств, выделен Большой Лондон, который состоит из 32 городских районов и сити.
1089340	1095160	Территория Уэллса также состоит из 22 графств, из них 11 городов графств.
1095540	1098040	В сельской местности графства делятся на общины.
1098040	1103440	Территория Северной Ирландии состоит из 6 графств, которые делятся на 26 округов.
1103880	1116900	В Шотландии территориальными единицами верхнего уровня являются 32 территориальные так называемые единицы местного управления, в том числе 3 островные территории.
1117440	1120220	Низовой территориальной единицей выступает община.
1121060	1124340	Далекими предками жителей Соединенного Королевства были кельты.
1124340	1131100	Лишь шотландцы берут начало свое от пиктов и гэлов, которые позднее смешались с кельтами.
1131700	1139860	Между 55 годом до н.э. и 5 веком н.э. территория современного государства находилась под властью римлян.
1140280	1145440	После их ухода здесь утвердились племена англов, саксов и ютов.
1145440	1154620	Сегодня англичане населяют Англию, большую часть Уэллса, и образуют компактные поселения в некоторых районах на юге Шотландии.
1155080	1166080	Шотландцы населяют преимущественно северо-западные области острова Великобритания и прилегающие к их побережью Шетландские, Оркнейские и Гебридские острова.
1166080	1176260	В горах северно-западной части острова проживает своеобразная этническая группа, сохраняющая самобытные традиции и культуры – гэлы.
1178260	1182080	Уэллс населяют жители, которых называют валийцы.
1182080	1191900	В Северной Ирландии – это 500 тысяч коренных жителей острова Ирландцы, по вероисповеданию являются католиками.
1192440	1196260	Один миллион – англо-ирландцы и шотландо-ирландцы.
1197120	1201740	45% небелых граждан проживают на сегодняшний день в Лондоне.
1202480	1206220	Английский язык входит в северо-западную группу германских языков.
1206220	1215440	Также большинство кельтского по происхождению населения страны шотландцев и валийцев говорят на английском языке.
1216080	1222220	Английский язык широко распространен и за пределами государства Великобритании.
1222220	1239460	На сегодняшний день по оценкам переписи населения, которая прошла в июне 2021 года, составляет 67 тысяч 81 миллионов человек.
1239460	1255940	Если мы сравним данные с численностью населения, которая была в 2011 году, то она составляла 63 миллиона 181 тысячу семьсот семьдесят пять человек.
1255940	1260420	То есть мы видим реальный прирост населения в Великобритании.
1261620	1271160	Хотя он не такой и высокий, но тем не менее численность в Великобритании выросла.
1271880	1278720	Средняя продолжительность жизни составляет у мужчин 76 лет, у женщин 81 год.
1278720	1284860	Уровень рождаемости на 100 человек, на тысячу, простите, человек 12,7.
1285640	1290700	Уровень смертности также на такое же количество, на тысячу человек 9,1.
1291440	1295640	Средний состав семьи это два ребенка и родители.
1296280	1298780	Экономически активное население в Великобритании.
1299320	1305680	Что касается этого момента, то в данной сфере существует явное преобладание мужчин над женщинами.
1305680	1314680	Если занятых мужчин 13,6 миллиона, то женщин практически в два раза меньше, 7,6 миллиона.
1315960	1323800	Стоит отметить, что средний возраст населения, который участвует в экономической жизни страны, 35-40 лет.
1324080	1330900	Однако наблюдается тенденция к смещению этого возраста до 45-60 лет.
1330900	1337060	И это связано с таким моментом, который мы можем назвать как старение нации.
1340280	1346640	Хотя Великобритания считается одной из самых развитых стран мира, все же проблема с демографической ситуацией там есть.
1346840	1351380	Как показали исследования, Британия занимает первое место в мире по детской смертности.
1351540	1354060	Много детей умирают в возрасте до 5 лет.
1354060	1360220	Парадокс заключается в том, что Соединенное Королевство имеет очень хорошую и развитую медицинскую сферу общества.
1360720	1362140	Тогда почему умирают дети?
1362320	1364940	Почему ухудшаются демографические показатели?
1365480	1368840	Во-первых, причиной для детской смертности в Британии является климат.
1369100	1374740	Из-за постоянного тумана и сырости очень быстро распространяются вирусы и инфекции, которые уничтожают детей.
1375380	1379020	Также причиной смертности есть тот образ жизни, который ведут англичане.
1379020	1384620	Как известно, женятся они в достаточно зрелом возрасте, что потом влияет на их детей.
1384720	1390140	В этом возрасте человек уже переболел какими-то болезнями, которые оставили след в его генкоде.
1390260	1394020	Потом этот след может появиться у ребенка в качестве генетического порока.
1394720	1402460	Средний возраст рождаемости родов у женщины первого ребенка составляет 30 лет.
1402460	1408460	Все тот же социальный устрой Британии влияет не только на смертность детей, но и на их рождаемость.
1409420	1415180	И одной из причин также есть нетрадиционные семьи, которые самостоятельно родить ребенка физически не могут,
1415340	1419040	а услугами суррогатной мамы им воспользоваться запрещает закон.
1420080	1424400	Еще одна из проблем – это проблема бездомных людей.
1424760	1429620	Каждую ночь на улицах остается ночевать более 4500 человек.
1429620	1434360	Тем не менее, эти бездомные пытаются никоим образом не отставать от своего социума.
1434840	1439920	Власти пытаются всевозможными способами поддерживать их, но это удается далеко не всегда.
1440480	1444620	По официальным данным, в Британии проживает более 300 тысяч бездомных.
1444740	1448160	Еще примерно 5000, которые проживают на улицах городов.
1448740	1452360	Бездомным здесь помогают все – прохожие, туристы, государства.
1452820	1456240	Но зачастую полагаться они могут лишь на себя.
1456240	1461240	Как и в любой другой стране, бездомные в Британии зарабатывают с помощью попрошайничества.
1462420	1467600	Бывает, как они признаются сами, в день удается собрать около 800 фунтов.
1468060	1473540	Но такое бывает далеко не всегда, потому как почти все англичане пользуются пластиковыми картами,
1473900	1475680	которыми расплачиваются везде.
1476400	1480120	Чтобы хоть как-то помочь бездомным, выпускники Оксфордского университета
1480120	1485320	изобрели мобильное приложение, в котором путем сканирования кода можно сделать пожертвование.
1485320	1489160	На сайте можно посмотреть историю каждого бездомного,
1489600	1492560	узнать, на что он собирается потратить полученные деньги.
1493220	1496520	Одни хотят восстановить документы, другие – внести внос за квартиру
1496520	1499060	или же подарить своему ребенку праздник.
1499200	1503320	Государство же, заботясь о бездомных, выделило на их поддержку
1504220	1506300	достаточно большое количество денег.
1507540	1511960	Но часть из них планируется потратить на реализацию проекта,
1512020	1514200	также на борьбу с наркоманией и пьянством.
1514200	1518700	Планируется также профинансировать дополнительное социальное жилье.
1519760	1524400	К 2022 году власти планируется пройти численность бездомных вдвое,
1524660	1529320	а затем до 2027 года искоренить эту проблему вовсе.
1529440	1533740	Но пока она остается и является актуальной проблемой для данной страны.
1533740	1540960	И третья проблема, с которой сталкивается Великобритания – это старение населения.
1541560	1545940	Основная цель государственной политики в этой области – снижение нагрузки на экономику
1545940	1549040	за счет повышения занятости среди пожилых людей.
1549560	1552300	Политика Великобритании в отношении пожилого населения
1552300	1556020	определяется стратегия Building a Society for All Ages.
1556560	1560500	Важнейший пункт этой стратегии предусматривает разъяснительную работу
1560500	1565060	среди граждан о пенсионном планировании, внедрении пенсионных пластиковых карт,
1565500	1568860	которые заменяют большое количество документов в бумажной форме.
1568860	1572300	Проекты развития компьютерной грамотности для пожилых людей,
1572740	1576140	создание специального экспертного форума по вопросам старения
1576140	1578500	для консультирования государственных ведомств.
1578920	1584580	Лишение работодателей права увольнять работников по достижении ими 65 лет.
1585160	1589180	На фоне роста продолжительности жизни граждан страны правительство Великобритании
1589180	1593120	рассматривает возможность постепенного повышения пенсионного возраста
1593120	1602660	с 60 и 65 лет для женщин и мужчин, соответственно, до 68 лет к 2042 году.
1602660	1607580	Для управления миграцией Великобритания применяет так называемую систему баллов.
1608100	1611820	Суть ее состоит в привлечении в страну мигрантов только определенных категорий,
1611920	1614300	при этом в зависимости от различных характеристик.
1614780	1618740	Мигрантам начисляются баллы, и лишь при достижении установленной суммы баллов
1618740	1623160	дается право на въезд и работу или профессиональное обучение Великобритании.
1623660	1631000	В рамках данной схемы в страну привлекаются такие категории граждан из числа мигрантов,
1631000	1635820	как высококвалифицированные специалисты для повышения эффективности британской экономики,
1636240	1639820	квалифицированные рабочие для восполнения нехватки рабочей силы,
1640320	1646260	ограниченное число низкоквалифицированной рабочей силы, студенты и временные рабочие.
1646740	1651300	С целью повышения профессиональных качеств мигрантов и сокращения их общего количества
1651300	1655000	обсуждается необходимость совершенствования существующей системы
1655000	1660220	в плане ее ужесточения и усиления контроля за процессом начисления баллов.
1660660	1664040	Ожидается, что в будущем система будет направлена прежде всего
1664040	1668720	на пресечение проникновения в страну незаконных мигрантов
1668720	1672060	и привлечение в первую очередь менеджеров высшего звена,
1672640	1676800	предпринимателей, высококвалифицированных работников инженерных специальностей,
1677220	1679520	ведущих ученых и представителей искусства.
1679520	1684520	Таким образом, риски социального блока для Великобритании имеют высокую степень значимости,
1685280	1689320	поскольку напрямую влияют на экономическую ситуацию в стране.
1689680	1692000	Правительство Великобритании уделяет большое внимание
1692000	1697220	привлечению квалифицированных мигрантов, которые востребованы на рынке труда.
1698040	1701940	Другие меры в отношении проблем миграции и старения населения в Великобритании
1701940	1706380	также обусловлены интересами стабильного развития экономики.
1706380	1711200	Итак, на этом мы заканчиваем нашу третью лекцию.
1711580	1715700	К этой лекции вам будут предложены файлы,
1716300	1718380	где будут ссылки на...
1720380	1723820	Один файл будет в Word.
1724140	1729120	Там будут перечислены все основные даты британской истории.
1729120	1734420	И еще будет ссылка на видеоролик,
1734820	1743580	где также вкратце будут показаны основные моменты развития Британии.
1744000	1746520	Если что-то не получится скачать,
1746640	1749360	пожалуйста, вы мне напишите и сообщите.
1750320	1754780	Следующую тему мы будем разбирать через неделю,
1754780	1758480	и эта тема будет обозначаться как Британская монархия.
1758480	1788460	Продолжение следует...
