start	end	text
338900	343120	и в то же время ценнейший памятник национальной истории особого значения.
343820	348760	Здесь устраивали коронации, хоронили правителей, героев и великих деятелей искусства.
348760	351820	Первая церковь возникла здесь уже в VII веке,
352120	358200	но основную часть комплекса возвели с 1245 по 1269 год при Генрихе III.
358200	382120	Храм насчитывает 31 метр в высоту,
382120	384760	башни достигают 69 метров,
385120	387280	длина храма – 156 метров,
387400	389140	ширина – 61 метр.
389660	391740	Аббатство имеет форму латинского креста,
391960	393820	удлиненного с восточной стороны.
399240	404320	Первым здесь короновали короля Гарольда в январе 1066 года.
404800	407820	Разгромивший его в битве при Гастингсе Вильгельм завоеватель
407820	409580	короновался здесь в том же году,
409580	411960	о чем свидетельствуют архивы аббатства.
412580	414460	Церемонию омрачил инцидент.
414560	417840	Королевская стража неправильно поняла крики приветствия снаружи
417840	420620	и, решив, что произошло восстание, разогнала толпу.
420960	423740	В довершение гвардия еще и подожгла окрестные дома.
426500	429480	К счастью, этот случай не бросил тень на само аббатство.
429620	433820	Последующие века здесь короновали практически всех правителей Великобритании.
433820	443020	С 1296 года роль трона во время торжеств исполняло вот это невзрачное седалище.
443020	453540	Несметное количество произведений искусства, памятники, гробницы великих личностей
453540	456620	сделали аббатство неофициальным национальным музеем.
457300	460740	Нигде так явственно не проявляется тысячелетняя британская история,
460740	462260	как в Вестминстере.
463600	467520	Эту часовню построил в начале 16 века Генрих VII.
468080	471120	Возможно, таким образом он хотел успокоить свою совесть,
471400	473140	ведь он шел к трону по трупам.
490740	497700	Одна из многочисленных филигранных деталей – сводчатые перекрытия.
500200	504540	В этой часовне похоронена Мария Стюарт, шотландская королева.
504960	508160	Она была главной соперницей Елизаветы I в борьбе за трон
508160	510680	и стала узницей Шеффилдского замка.
510680	515540	В 1587 году, после раскрытия заговора против Елизаветы,
515860	517720	Мария Стюарт была обезглавлена.
517720	521160	Спустя несколько лет и Елизавета обрела последний приют
521160	523900	недалеко от могилы своей бывшей соперницы.
529500	533080	В аббатстве похоронен также Георг Фридрих Гендель,
533180	536980	великий немецкий композитор, большую часть своей жизни проведший в Англии.
538260	541200	В южном пределе есть так называемый уголок поэтов,
541340	543640	место захоронения известнейших творцов.
543640	547800	Здесь покоится прах Чосера, Теннисона, Браунинга, Диккенса.
548540	551660	Рядом с ними погребен прославленный актер Дэвид Гаррик.
552140	555080	В уголке поэтов находится множество памятников –
555080	559460	Милтону, Китцу, Шелли, Генри, Джеймсу, Джорджу Эллиоту и другим.
560160	564340	Внимание привлекает бюст Уильяма Блейка, работы сэра Джейкоба Эпштейна.
565080	567900	Среди поздних мемориальных досок можно найти табличку,
567900	570320	посвященную лорду Лоренсу Оливье.
589280	591520	Неподалеку от знаменитого комплекса
591520	593900	находится старинный Вестминстерский мост,
593900	596100	один из 30 мостов над Темзой.
597900	609000	Наступление нового тысячелетия стало отличным поводом,
609140	612780	чтобы представить лондонцам и гостям города Лондон-Ай –
612780	616600	«Глаз Лондона» – один из крупнейших обзорных аттракционов мира.
621900	626260	С набережной южного берега Темзы открываются зрелищные виды.
626260	630260	Перед нами одно из самых известных строений – здание парламента.
631940	636360	Почти 150 лет из знаменитого Биг Бена звучит фрагмент «Мессии Генделя»
636360	639920	или позывные радио Би-Би-Си, кому как больше нравится.
640600	643300	Колокол, который британцы считают народным достоянием,
643600	648360	весит 13 тонн и установлен на высоте 106 метров в башне с часами над парламентом.
648360	653960	Огромный комплекс пересекают 100 коридоров, называемых коридорами власти,
654360	657220	общая длина которых составляет более трех километров.
657680	660840	По ним ходят те, кому доверено вершить судьбу этой страны.
661380	665780	В богато украшенной палате лордов дискутируют представители аристократии.
666140	670540	В более скромной палате общин спорят члены парламента, избранные гражданами.
670540	674540	В 1642 году произошел исторический курьез.
675200	677900	Король Карл I пришел в палату с солдатами,
678000	681300	чтобы арестовать пятерых парламентариев-антиреалистов.
681700	684160	Но председательствующий не позволил этого сделать.
684540	689040	Король почувствовал себя оскорбленным и заявил, что отныне ноги его здесь не будет.
689420	692520	С тех пор монархи не переступали порога палаты общин.
700540	707920	На площади перед парламентом установлены статуи известных государственных мужей,
708240	710980	в том числе и бывших премьер-министров Великобритании.
711620	716060	Среди удостоенных такой чести Бенджамин Дизраэли и Уинстон Черчилль.
716060	730700	Грозный взгляд Черчилля словно напоминает его политическим последователям
730700	733100	об огромной ответственности перед народом.
733100	755760	В нескольких шагах от здания парламента наглядный урок демократии.
756160	759640	Демонстрация самых разных взглядов разрешена повсеместно.
759640	766700	Уайт-Холл – это ось, соединяющая парламент с Трафальгарской площадью.
767220	769400	Вдоль нее высятся правительственные здания,
769560	772600	большинство из которых построено в конце 17 века.
772600	797620	В боковой улочке размещается здание,
797800	801640	которое является официальной резиденцией британского премьер-министра.
801640	804600	Даунинг-стрит, дом 10, вот его адрес.
805080	808560	В доме 11 по-соседски размещается министр финансов.
809180	811660	Легко догадаться, это каменное здание –
811660	815060	одно из наиболее охраняемых мест в Соединенном Королевстве.
816100	819940	Миновав несколько домов, мы увидим казармы Королевской конной гвардии.
820360	825620	Это элитное подразделение кавалерии, охраняющее монархов с 1661 года.
825620	830060	В последнее десятилетие гвардия приносит стране дополнительный доход,
830380	832700	являясь туристической достопримечательностью.
833300	836440	Ежедневная смена караула вызывает огромный интерес.
837120	839960	Чтобы занять место, откуда церемонию будет хорошо видно,
840140	842320	нужно прийти на площадь задолго до начала.
842900	845480	Больше всего народу собирается здесь 10 июня.
845820	849280	В этот день совершается выезд по случаю дня рождения королевы.
849620	852360	Виновница торжества лично посещает это действо.
855620	860620	КОНЕЦ
885620	894640	На первом плане памятник адмиралу Нельсону.
894800	897400	Афоном служит Лондон во всей своей красе.
897700	900140	Перед нами знаменитая Трафальгарская площадь.
900740	905840	Адмирал Горацио Нельсон с гордостью взирает на площадь с 52-метрового постамента.
906500	908880	Нельсон пользовался заслуженной славой в Британии.
909240	912440	Он дважды разгромил флот главного противника Франции
912440	914760	и значительно ослабил мощь Испании.
915580	918200	Решающая битва разыгралась под Трафальгаром,
918300	920940	где сам адмирал получил смертельное ранение.
921360	925300	В честь той битвы назвали площадь, самую знаменитую нынче в Лондоне.
926020	929780	Сегодня это традиционное место проведения политических собраний
929780	931420	и празднования Нового года.
931420	950160	Здесь же можно посетить церковь Святого Мартина в полях и Национальную галерею.
955360	959480	Трафальгарская площадь – центр города и самое оживленное его место.
959480	963580	Через этот перекресток проезжает около пяти сотен автобусов в час.
970840	973480	Чуть правее расположена арка Адмиралтейства,
974420	978860	открывающая нам одну из самых широких улиц Лондона – элегантную Молл-стрит.
981220	983560	Нас встречает капитан Джеймс Кук,
983720	985480	великий мореплаватель и первооткрыватель,
985480	988940	живший примерно в то же время, что и адмирал Нельсон.
992100	996140	Молл-стрит соединяет Трафальгарскую площадь и Букингемский дворец.
996480	999820	Трудно представить себе лучшее место для праздничных парадов.
999820	1013600	Посередине Молл-стрит находится дворец Святого Иакова,
1013780	1017600	бывшей королевской резиденции ранее, еще до Букингемского дворца.
1019100	1023360	В конце Молл-стрит возвышается мраморный памятник в честь королевы Виктории.
1023360	1027360	Выдающаяся правительница, которой Британия обязана своим расцветом,
1028120	1032120	вступила на трон в 1837 году в возрасте 18 лет.
1032740	1038360	Королева Великобритании и Ирландии, а с 1863 года императрица Индии,
1038660	1042140	вела свою страну к пику могущества более 63 лет.
1042820	1046220	Это она сделала Букингемский дворец королевской резиденцией.
1046380	1050700	В этом монументальном здании более 600 помещений и километры коридоров.
1050700	1054040	Сегодня, если королева находится в резиденции,
1054160	1057840	над дворцом развивается королевский флаг, так называемый Юнион Джек.
1058200	1060700	В такие дни туристам вход в дворец закрыт.
1068380	1070380	Резиденция утопает в зелени.
1070680	1074340	Букингемский дворец окружают Грин-парк и Сент-Джеймс-парк.
1074980	1077520	Это лишь два из более 1700 парков,
1077520	1081660	благодаря которым Лондон пользуется славой самой зеленой столицы мира.
1082480	1087020	В Лондоне каждый без труда может найти себе местечко для отдыха от городского шума.
1087460	1090500	Жителям города больше всего по душе Сент-Джеймс-парк.
1090820	1095380	В нем больше всего зелени и есть озеро, довершающее идиллическую картинку.
1095380	1125360	Грин-парк
1125380	1155360	Грин-парк
1155380	1182960	История Лондона неразрывно связана с его великолепной архитектурой.
1183420	1187420	Потрясающие здания расположены здесь чуть ли не в 10 метрах друг от друга.
1188420	1193080	Однако не все приезжают в английскую столицу для того, чтобы созерцать памятники старины.
1193500	1195600	Некоторых притягивает нечто другое.
1196340	1200620	Шоп-тил-ю-дроп. Шоппинг до упаду. Вот девиз многих туристов.
1200940	1204840	Какой еще город так хорошо подходит для совершения покупок, как не Лондон,
1205060	1208120	с его Оксфорд-стрит, Бонд-стрит и Слоун-стрит.
1208120	1214780	Добро пожаловать в центр мировой моды, где удачные покупки можно сделать и в небольшом бутике,
1215040	1218040	и в секонд-хенде, и в громадной торговой галерее.
1218820	1222500	Лондонские магазины рассчитаны на самые разные вкусы и возможности.
1222500	1226420	Перед Рождеством сюда приезжают премьеры и президенты разных стран.
1226920	1230960	Прибывают и нефтяные магнаты, привыкшие жить на широкую ногу.
1231400	1236020	Более дешевые магазины захлестывает волна покупателей, привлеченных сезонными скидками.
1238840	1244120	Несколько автобусных остановок отделяет современный центр от квартала Нотинг-Хилл,
1244340	1248940	прославленного одноименной мелодрамой с Хью Грантом и Джулией Робертс в главных ролях.
1248940	1255200	В выходные дни улочки Нотинг-Хилл становятся декорациями для самой модной уличной ярмарки в Лондоне,
1255540	1259300	традиция проведения которой восходит к 1870 году.
1259780	1262720	В те времена здесь проходила дорога на ферму Порто-Белло,
1263060	1265480	а вдоль нее цыгане расставляли свои лотки.
1266160	1271140	Сегодня вдоль Порто-Белло-Роуд расположено более двух тысяч лавок и магазинчиков,
1271360	1274140	предлагающих всякие разности для души и тела.
1278940	1308920	Продолжение следует...
1308940	1336940	Продолжение следует...
1336940	1346480	В конце недели заполняется людьми и Ковент-Гарден – очаровательный квартал кофеен,
1346560	1349300	маленьких магазинчиков и художественных галерей.
1349760	1353740	Здесь удивительная атмосфера, которую обожают и сами лондонцы, и туристы.
1354300	1359120	Еще не так давно, в 70-е годы 20 века, в этих помещениях торговали петрушкой,
1359260	1361440	а окрестные здания ветшали на глазах.
1361440	1363520	С той поры многое изменилось.
1363840	1367660	Обновленный Ковент-Гарден переживает сегодня настоящее возрождение
1367660	1370920	как модный, культурный и торгово-развлекательный центр.
1370920	1375920	АПЛОДИСМЕНТЫ
1375920	1380920	АПЛОДИСМЕНТЫ
1380920	1410900	Спасибо за просмотр!
1410920	1440900	Спасибо за просмотр!
1440920	1470900	Спасибо за просмотр!
1470920	1500900	Спасибо за просмотр!
1500920	1502920	Спасибо за просмотр!
1530920	1560900	Субтитры сделал DimaTorzok
1560920	1563220	А в Брикстоне уроженцы Ямайки
1563220	1567220	Дима Торзок
1567220	1571220	Дима Торзок
1571220	1573220	Дима Торзок
1573220	1575220	Дима Торзок
1575220	1577220	Дима Торзок
1577220	1581220	Дима Торзок
1581220	1585220	Дима Торзок
1585220	1587220	Дима Торзок
1587220	1589220	Дима Торзок
1589220	1593220	Дима Торзок
1593600	1595220	Дима Торзок
1595220	1597220	Дима Торзок
1597220	1597340	Дима Торзок
1597940	1598220	Дима Торзок
1598220	1599380	Мечта среднего лондонца
1599380	1602400	иметь собственный домик в одном из оживленных кварталов,
1602540	1604640	таких как Челси или Кенсингтон.
1605020	1606860	Но мало кто может себе это позволить.
1606960	1609120	Цены на землю здесь астрономические.
1618360	1622200	И уж вовсе непомерная арендная плата и цены на квартиры,
1622280	1624580	расположенные на модных торговых улицах.
1625020	1628160	Кингсроуд, Бромтонроуд, Кенсингтон-Хай-стрит
1628160	1630720	– наиболее привлекательные городские районы.
1631500	1635300	На Кенсингтон нас ждут дорогие бутики самых известных марок,
1635300	1639440	среди которых выделяются торговые дома Харви Николс и Херротс.
1639440	1658280	Херротс 1849 года – неоспоримый лидер продаж на Британских островах.
1658740	1661580	Среди трех сотен отделов каждый найдет что-то для себя.
1661580	1662660	Были бы деньги.
1663280	1665940	От деликатесов и игрушек до высокой моды.
1666240	1669340	Здесь все самое лучшее, эксклюзивное и дорогое.
1669800	1672280	Увы, кино и фотосъемка здесь запрещены.
1678840	1681140	Кенсингтон – это не только храмы торговли,
1681220	1683960	но и памятники старины и сокровищницы науки.
1684600	1687180	Чтобы осмотреть все достопримечательности этого района,
1687180	1689240	придется потратить несколько дней.
1692220	1696360	В этом здании 19 века, напоминающем кафедральный собор,
1696560	1699880	разместился один из самых любимых лондонцами музеев –
1699880	1701260	Музей естествознания.
1701820	1705480	Нас встречает 26-метровый скелет динозавра Диплодока.
1706000	1707660	Здесь собраны тысячи экспонатов,
1707800	1711020	иллюстрирующих эволюцию нашей планеты и жизни на ней
1711020	1713780	от доисторических времен до наших дней.
1717180	1734280	Вся коллекция насчитывает около 70 миллионов экспонатов.
1734780	1738660	Некоторые модели динозавров приводятся в движение с помощью электричества
1738660	1740900	и выглядят в точности как живые.
1741680	1744160	Есть тут и экземпляры редких животных –
1744160	1747980	млекопитающих, птиц, членистоногих и морских беспозвоночных.
1749200	1752180	В экологической галерее необычайно реалистично
1752180	1754580	воссоздан фрагмент тропического леса.
1754580	1759580	КОНЕЦ
1759580	1764580	КОНЕЦ
1764580	1765580	КОНЕЦ
1765580	1767580	КОНЕЦ
1767580	1797200	Мы рассматриваем вблизи гигантского обитателя океанских глубин
1797200	1798380	«Синего кита».
1798380	1800560	Однако главное зрелище впереди.
1801060	1803520	Благодаря современным компьютерным технологиям
1803520	1805400	в самом центре современного города
1805400	1808960	ученым удалось воссоздать настоящий парк юрского периода.
1808960	1813960	КОНЕЦ
1813960	1815960	КОНЕЦ
1815960	1820960	КОНЕЦ
1820960	1822960	КОНЕЦ
1822960	1824960	КОНЕЦ
1824960	1828420	КОНЕЦ
1828420	1833420	Галерея
1858420	1861420	Галерея
1888420	1903660	Полные незабываемых впечатлений после музея мы отправляемся дальше.
1904340	1908400	Главное не пропасть в транспортном хаосе, царящем в Лондоне в часы пик.
1913180	1916940	Снаружи это здание смотрится намного беднее, чем внутри.
1918420	1926360	Вспышки фотоаппаратов подсказывают, что рядом с нами какая-то знаменитость, а может быть и не одна.
1926900	1931840	Мы в музее Мадам Тюссо. Посмотрим, кто сегодня пожаловал на вечеринку.
1931840	1949640	Кто же здесь двойник, а кто просто восковая фигура?
1950160	1955160	Приятно, что любимые всеми кумиры без сопротивления и с улыбкой позируют для снимков.
1955160	1957720	И не протестуют, когда к ним хотят прикоснуться.
1958300	1961320	Столько звезд в одном месте. Разве это не забавно?
1962140	1967460	Знаменитости из мира кино, музыки, спорта и политики, чьи фигуры попадают в салон Мадам Тюссо,
1967800	1971480	могут воспринимать это как подтверждение своего звездного статуса.
1972440	1976380	Повод для радости есть и у наследников француженки Марии Тюссо,
1976380	1983360	живший на рубеже XVIII и XIX веков и в совершенстве овладевший искусством создания восковых скульптур.
1984080	1986980	Сегодня в ее музее народ валит толпами.
1987560	1992040	Первыми произведениями Тюссо были скульптуры Вольтера, Руссо и Франклина,
1992380	1997640	а также посмертные маски аристократов, погибших на гильотине во время французской революции.
1998320	2004480	Лондонский музей был основан в 1835 году и моментально приобрел огромную популярность.
2004480	2010200	Создание одной фигуры занимает у мастеров почти полгода и стоит огромных денег.
2010900	2015560	В так называемом «Большом зале» мы можем увидеть и основательницу восковой галереи.
2015960	2021300	Вокруг нее собрались известнейшие государственные мужи, религиозные предводители и монархи.
2021760	2025520	Из российских политиков здесь можно увидеть Михаила Сергеевича Горбачева.
2034480	2064460	Играет музыка.
2064480	2081900	Пора отдохнуть от многообразия эмоций.
2082280	2084580	Свернем в прекрасный Ридженс Парк.
2084580	2090180	Как и большинство лондонских парков, он возник на месте королевских охотничьих угодий.
2090820	2095020	Позднее его поделили на участки и сдали в аренду окрестным крестьянам.
2095580	2099940	В начале XIX века королевский двор вернул себе собственность лишь за тем,
2100320	2104380	чтобы создать живописный парк и открыть его для посещения всем желающим.
2104380	2125740	Неподалеку от парка расположен дом, известный всем любителям детективов в мире.
2125740	2128980	Дом номер 221B по Бейкер-стрит.
2129600	2137000	Здесь якобы жили и расследовали запутанные дела знаменитый мастер дедуктивного метода Шерлок Холмс и его друг доктор Ватсон.
2137780	2142900	Самого знаменитого детектива всех времен и народов придумал сэр Артур Конан Дойл.
2142900	2170340	Шерлок Холмс и по сей день здесь, над станцией метро Бейкер-стрит.
2172900	2177420	Мы спускаемся под землю, в Тьюб, самое старое метро в мире.
2177780	2180740	Тьюб значит труба, так иной раз называют тоннель.
2181320	2187420	Первый поезд на паровом ходу отправился в путь по подземным тоннелям Лондона в 1863 году.
2188220	2194300	Нынешняя сеть лондонского метро насчитывает 440 километров путей и 274 станции.
2195000	2199300	Обычно столичный британский сабвей перевозит около 3 миллионов человек в день.
2199300	2203780	Без этой системы Лондон ожидал бы неминуемый транспортный коллапс.
2203780	2208780	КОНЕЦ
2208780	2209780	КОНЕЦ
2209780	2238340	Постоянные пассажиры знают расписание наизусть,
2238340	2240500	но туристы здесь как в лабиринте.
2241000	2243680	Путешествия скрашивают музыканты и артисты,
2243980	2247680	что наполняет обычную поездку на метро новыми впечатлениями.
2247680	2252680	КОНЕЦ
2252680	2253680	КОНЕЦ
2253680	2257680	КОНЕЦ
2257680	2260680	КОНЕЦ
2260680	2262680	КОНЕЦ
2262680	2263680	КОНЕЦ
2263680	2264680	КОНЕЦ
2264680	2267680	КОНЕЦ
2267680	2269680	КОНЕЦ
2269680	2270680	КОНЕЦ
2270680	2272680	КОНЕЦ
2272680	2302660	Продолжение следует...
2302680	2332660	Продолжение следует...
2332680	2362660	Продолжение следует...
2362680	2392660	Продолжение следует...
2392680	2422660	Продолжение следует...
2422680	2452660	Продолжение следует...
2452660	2482640	Продолжение следует...
2482640	2512620	Продолжение следует...
2512620	2542600	Продолжение следует...
2542620	2572580	Продолжение следует...
2572600	2602560	Продолжение следует...
2602560	2632540	Продолжение следует...
2632560	2662540	Продолжение следует...
2662560	2692540	Продолжение следует...
2692560	2722540	Продолжение следует...
2722560	2752540	Продолжение следует...
2752540	2782520	Продолжение следует...
2782520	2812500	Продолжение следует...
2812500	2842480	Продолжение следует...
2842500	2872480	Продолжение следует...
2872480	2874480	Продолжение следует...
2902480	2932460	Продолжение следует...
2932460	2962440	Продолжение следует...
2962460	2992440	Продолжение следует...
2992460	3022440	Продолжение следует...
3022440	3052420	Продолжение следует...
3052420	3082400	Продолжение следует...
3082400	3112380	Продолжение следует...
3112380	3142360	Продолжение следует...
3142360	3172340	Продолжение следует...
3172340	3202320	Продолжение следует...
3202320	3232300	Продолжение следует...
3232320	3262280	Продолжение следует...
3262280	3292260	Продолжение следует...
3292260	3322240	Продолжение следует...
3322240	3352220	Продолжение следует...
3352220	3382200	Продолжение следует...
3382200	3412180	Продолжение следует...
3412200	3442180	Продолжение следует...
3442180	3472160	Продолжение следует...
3472160	3502140	Продолжение следует...
3502160	3532140	Продолжение следует...
3532160	3562120	Продолжение следует...
3562120	3592100	Продолжение следует...
3592100	3622080	Продолжение следует...
3622080	3652060	Продолжение следует...
3652060	3682040	Продолжение следует...
3682040	3712020	Продолжение следует...
3712020	3742000	Продолжение следует...
3742000	3771980	Продолжение следует...
3771980	3801960	Продолжение следует...
3801960	3831940	Продолжение следует...
3831940	3861920	Продолжение следует...
3861920	3891900	Продолжение следует...
3891900	3921880	Продолжение следует...
3921880	3951860	Продолжение следует...
3951860	3981840	Продолжение следует...
3981840	4011820	Продолжение следует...
4011820	4041800	Продолжение следует...
4041800	4071780	Продолжение следует...
4071800	4101780	Продолжение следует...
4101800	4131780	Продолжение следует...
4131800	4161780	Продолжение следует...
4161800	4191780	Продолжение следует...
4191780	4221760	Продолжение следует...
4221780	4251740	Продолжение следует...
4251740	4281720	Продолжение следует...
4281720	4311700	Продолжение следует...
4311700	4341680	Продолжение следует...
4341680	4371660	Продолжение следует...
4371660	4401640	Продолжение следует...
4401640	4431620	Продолжение следует...
4431620	4461600	Продолжение следует...
4461600	4491580	Продолжение следует...
4491580	4493580	Продолжение следует...
4493580	4521560	Продолжение следует...
4521560	4551540	Продолжение следует...
4551540	4581520	Продолжение следует...
4581520	4611500	Продолжение следует...
4611500	4641480	Продолжение следует...
4641480	4671460	Продолжение следует...
4671480	4701460	Продолжение следует...
4701460	4731440	Продолжение следует...
4731440	4761420	Продолжение следует...
4761420	4791400	Продолжение следует...
4791400	4821380	Продолжение следует...
4821400	4851380	Продолжение следует...
4851380	4881360	Продолжение следует...
4881360	4911340	Продолжение следует...
4911340	4941320	Продолжение следует...
4941320	4971300	Продолжение следует...
4971300	5001280	Продолжение следует...
5001280	5031260	Продолжение следует...
5031260	5033260	Продолжение следует...
5033260	5035260	Продолжение следует...
5063260	5093240	Продолжение следует...
5093260	5095260	Продолжение следует...
5123260	5125260	Продолжение следует...
5153260	5183240	Продолжение следует...
5183260	5185260	Продолжение следует...
5213260	5243240	Продолжение следует...
5243260	5245260	Продолжение следует...
5245260	5247260	Продолжение следует...
5247260	5249260	Продолжение следует...
5249260	5251260	Продолжение следует...
5251260	5253260	Продолжение следует...
5253260	5255260	Продолжение следует...
5255260	5257260	Продолжение следует...
5257260	5259260	Продолжение следует...
5259260	5261260	Продолжение следует...
5261260	5263260	Продолжение следует...
5263260	5267260	Продолжение следует...
5267260	5269260	Продолжение следует...
5269260	5270260	Продолжение следует...
5270260	5271260	Продолжение следует...
5271260	5273260	Продолжение следует...
5273260	5275260	Продолжение следует...
5275260	5277260	Продолжение следует...
5277260	5293260	Писатель Генри Джеймс описал Лондон так «Его не назовешь самым приятным местом, да и удобным местом его не назовешь. Ему, безусловно, далеко до идеала. Сам не знаю почему, но несмотря ни на что, это место прекрасно».
5307260	5337240	Субтитры создавал DimaTorzok
