start	end	text
628280	634340	притязание на английские владения во Франции, его сторону принял второй сын Генриха Ричард и вместе
634340	641660	со своим союзником принудил отца заключить позорный мир в Азе в 1189 году и признать себя
641660	648240	вассалом Франции. Вскоре после этого Генрих умер. В правление сына его Ричарда I, известного под
648240	654080	именем Львиное сердце, страна снова стала приходить в упадок. Нуждаясь в деньгах для крестового
654080	661200	похода, он вымогал их у своих подданных посредством неслыханных жестокостей. Правление же брата
661200	670140	Ричарда I и Анна Безземельного, которое началось в 1199 году и продолжалось в течение 17 лет,
670460	675380	одно из самых знаменательных в истории Англии. В это время положены были прочные основы ее
675380	681880	политической свободы, которая с тех пор подвергалась различным испытаниям, но уже никогда не исчезала
681880	689760	совершенно. В 1199 году Иоанн вступил на престол Англии и Нормандии, так как другие французские
689760	696980	провинции присягнули Артуру, его племяннику, сыну его умершего старшего брата Джеффри. Артур был пленен
696980	704800	и, вероятно, убит Иоанном, после чего Иоанн оказался вовлечен в войну с Францией, которая окончилась
704800	710920	с потерей Нормандии, Анджу, Мена, Турени и других земель, перешедших во владение французского
710920	717840	короля Филиппа II Августа. Таким образом, одним ударом расторгнута была вековая связь между Францией
717840	724240	и английским королевским домом. Но Англия от этого только выиграла, так как ее короли, бывшие до тех пор
724240	732500	французскими по языку и нравам, стали теснее сближаться со своим народом. Вслед за тем, в 1205 году Иоанн
732500	739220	поссорился с папой Иннокентием III. Иннокентий объявил Иоанна незложенным с престола, отдал корону
739220	746160	Филиппу и поручил ему поднять крестовый поход против английского короля. Иоанн собрал большое
746160	755740	войско, но, опасаясь попасть в зависимости от своих подданных, подчинился папе в 1213 году и получил
755740	763660	обратно в виде папского Лена Англию и Ирландию с платежом ежегодной Дании. В 1214 году он обратился
763660	771600	против Франции, перешел Луару и взял Анджер. В то же время союзники его, император Атон IV, вместе с
771600	778320	фландорскими князьями вторглись во Францию с севера. Но при Бувине союзники понесли жестокое поражение,
778560	785720	Иоанн принужден был отказаться от всех своих прав на земле к северу от Луара. Возмущенные такой позорной политикой,
785720	792720	барона и горожане взялись за оружие и принудили короля подписать великую хартию вольностей. Но уже
792720	799240	через месяц после этого Иоанн выхлопотал у папа разрешение нарушить договор и вызвал междоусобную
799240	805040	войну, в которой народная партия предложила корону наследному принцу Франции сыну Филиппа II,
805600	812220	Людовику VIII. Последний высадился с войском, покорил большую часть страны и короновался в Лондоне.
812220	819520	Но после смерти Иоанна в 1216 году потерял всех своих приверженцев. Бароны испугались
819520	828140	союза с Францией и оказали поддержку герцогу Пембруху, который принял титул протектора и возвел на
828140	836220	трон девятилетнего сына Иоанна Генриха. В первые годы царствования Генриха III государством управлял его
836220	845320	опекун, герцог Пембрух и Хьюберт де Бок. В 1227 году Генрих объявил себя совершеннолетним и принял
845320	851320	бразды правления в свои руки. Он очень скоро возбудил против себя всеобщее неудовольствие потери
851320	859720	земель на севере от Гароны, нарушениями хартии и расточительностью двора. Когда в 1258 году ко всем
859720	865600	этим причинам неудовольствия присоединился еще и голод, произошло восстание под предводительством
865600	872620	Симона де Манфора, что принудило короля принять Оксфордское постановление, которое являлось
872620	881220	дальнейшим развитием в Великой хартии. Король, однако, добился от папы в 1262 году буллы, освобождавшую
881220	887820	его от соблюдения этих Оксфордских постановлений. Людовик IX, на решение которого передана
887820	894660	была эта тяжба, тоже высказался в пользу короля. Но бароны не сложили оружие. Началась открытая
894660	902100	междоусобная война. В битве при Рельгьюисе, которая произошла в 1264 году, королевские приверженцы
902100	909420	были разбиты на голову и рассеяны. Сам Генрих III и его сын, принц Эдуард, попали в плен. Симон,
909420	914140	сделавшийся теперь действительным главой государства, созвал парламент в Лондоне, на котором
914140	920380	король еще раз принес присягу Великой хартии и обещал полную амнистию всем своим противникам.
920920	926380	В этом парламенте приняли участие, кроме баронов и высших церковных сановников, еще и рыцари от
926380	933980	графств и депутаты от городов, то есть те элементы, из которых впоследствии развелась Нижняя палата.
933980	938980	Но это именно и погубило Симона. Бароны стали подозревать его в демократических
938980	945740	замыслах и перешли на сторону короля. Около этого же времени принц Эдуард бежал из плена,
945860	952680	собрал вокруг себя своих приверженцев и в битве при Ившиме, которая произошла в 1965 году,
953160	961860	разбил партию Симона, погибшего в сражении. С 1272 года начинается славная эпоха Эдуарда I,
961860	968600	которая имела громадное влияние на внутреннее развитие Англии. Для охраны собственности и личности
968600	975360	была заведена строгая земская полиция. Законодательство и правосудие улучшились, возникли мировые
975360	983980	суды, а суд королевской семьи приобрел такие широкие прерогативы, что знать утратила последние
983980	989660	остатки своей феодальной власти. Доходы феодального государства оказались далеко недостаточными для
989660	995760	покрытия потребностей короны. И между тем разрешение чрезвычайных пособий ставило корону в
995760	1002680	зависимости от баронов. Вследствие этого Эдуарду I, следуя примеру Симона де Монфора, привлек в парламент
1002680	1008900	городских представителей, которые уже в силу необходимости являлись противовесом аристократии и должны
1008900	1016180	были стремиться к укреплению могущества короны. В 1290 году Эдуард I под страхом смерти выгоняет из
1016180	1023860	страны всех евреев. В 1295 он издает формальный закон, по которому каждое графство получало право
1023860	1030420	посылать в парламент двух рыцарей, представлявших низшее дворянство, джентрии, а каждый город и
1030420	1035940	каждое местечко по два представителя. Этот закон доставил третьему сословию доступ к государственной
1035940	1044860	жизни и заключил себе зародыш Нижней палаты, хотя надо прибавить число которых росло и доходило в то
1044860	1050760	время до 120. Несмотря на значительные суммы, разрешенные парламентом, король продолжал
1050760	1057460	произвольно облагать движимую собственность, что повело в 1297 году к новому расширению народных
1057460	1063760	прав. Эдуард был вынужден подтвердить великую хартию вовности. Во внешней политике Эдуард начал
1063760	1070080	свое царствование покорением Уэллса и даровал родившемуся в это время сыну своему Эдуарду титул
1070080	1075720	принца Уэльского, который до сих пор дается наследникам английского престола. Эдуард ввел в
1075720	1081480	завоеванной провинции английское управление и переселил туда многих своих баронов. Прекращение
1081480	1088180	шотландской королевской династии Данкельдов в 1290 году послужило для Эдуарда поводом к
1088180	1095280	вмешательству в дела Шотландии. Из двух претендентов Роберта Брюса и Анна Балиола он присудил корону
1095280	1101760	последнему, как вассалу Англии, но своим самовластием и несправедливостями вскоре заставило его
1101760	1109480	поднять знамя восстания. В одном из них выступил Роберт Брюс, внук второго претендента. Сын и
1109480	1115540	преемник Эдуарда I, Эдуард II, всю жизнь был игрушкой своих фаворитов. Эдуард должен был признать
1115540	1122240	независимость шотландской короны, и Роберт Брюс остался королем, передав после смерти престол своему
1122240	1128740	сыну Давиду. Позорная жизнь Эдуарда восстановила в конце концов против него и жену Изабеллу. Она
1128740	1135300	завладела всей страной, и собравшийся в Вестминстере парламент провозгласил низложение короля. На
1135300	1143080	престол вступил Эдуард III под опекой своей матери. В могущественное правление Эдуарда III Шотландия
1143080	1148600	снова должна была признать над собой верховную власть Англии. Попытка возвратить свою независимость
1148600	1155200	привела после битвы при Невилскроссе к совершенному порабощению шотландцев и 11-летнему
1155200	1163320	пленению их короля Давида Брюса. В 1337 году с диспута из-за престола наследия между Эдуардом III
1163320	1170500	и династией Волуа началась Столетняя война. Первый этап ее закончился после смерти Эдуарда III и сына
1170500	1178140	его Черного принца. Потери к 1380 году всех английских владений во Франции, за исключением
1178140	1184300	Аквитании и городов Гина и Кале. Финансовые затруднения, в которых постоянно находился король,
1184740	1190280	вследствие военных надобностей, много способствовали укреплению и развитию английской конституции.
1190280	1197380	В первое время царствования Эдуарда община заседали в парламенте отдельно от джентри и знати. Вскоре,
1197540	1202660	однако, мелкое дворянство соединилось с городскими представителями, и из-за этого соединения
1202660	1208940	возникла в 1343 году Нижняя Палата, немедленно принявшая на себя роль законодательного
1208940	1214980	учреждения. Древнее же собрание государственных чинов, в котором бароны и прилаты заседали в
1214980	1220760	качестве непосредственных вассалов, а другие знатные люди по назначению от короля превратилась
1220760	1226280	теперь в Верхнюю Палату, которая сохранила за собой привилегию служить высшим судом в государстве.
1226880	1231780	Опираясь на свой парламент, короли могли дать отпор вымогательствам пап, которые в те времена
1231780	1238420	получали из Англии в пять раз больше доходов, чем сам король. При Эдуарде III была отменена ленная подать
1238420	1244460	папе и запрещено апеллировать на национальный суды к папской курии. Но еще более опасный враг восстал
1244460	1250460	против папы в лице оксфордского богослова Виклифа, который от национальной оппозиции перешел
1250460	1258320	к догматической и ополчился против церковной иерархии и ее учения. При Эдуарде III во всех судах
1258320	1266640	официальных сообщениях и актах вместо французского языка преимущественно стал употребляться английский.
1268780	1274440	После смерти Эдуарда III Перестол перешел к его малолетнему внуку Ричарду II, который правил
1274440	1281760	с 1377 года по 1399 сыну Черного принца. Государством управляло регенство, во главе которого
1281760	1288380	стоял дядя короля Джон Гонд и Анн Ланкастерский. Неудачные войны с Францией, полное истощение
1288380	1293220	государственной казны все более и более увеличивали влияние палаты общим. Чтобы покрыть
1293220	1298560	государственный долг, выросший до суммы 100 тысяч фунтов стерлингов, парламент обложил народ
1298560	1304840	поголовное податью, одинаковый с богатых и с бедных. Эта несправедливая мера послужила сигналом
1304840	1310800	к открытому восстанию крестьян, которое произошло в 1381 году под предводительством
1310800	1315800	Мота Тайлера. Король обещал восставшему облегчение, но не выполнил своего обещания.
1316320	1321940	Мятеж был подавлен потоками крови. Хотя между этим мятежом и учениями Виклифа не было ничего общего,
1321940	1327440	но духовенство воспользовалось им, чтобы погубить своего врага. Став совершеннолетним,
1327620	1332520	Ричард первое время жил в ладах с парламентом и сумел приобрести любовь народа, но ненадолго.
1333720	1339040	Заручившись покорной нижней палатой, он заключил ненавист на моему дядю герцога Глостера в тюрьму
1339040	1344860	и изменческим образом лишил его жизни. Он самовольно стал взымать незаконные налоги, подкупал
1344860	1351280	судей и на выжатые из народа деньги, пировал и роскошествовал со своими любимцами. Страна отвернулась
1351280	1358420	от него, и взоры всех обратились на Генриха, сына герцога Ланкастерского. Король изгнал его и лишил
1358420	1364580	всего имущества. Но в то время, как король усмирял возмутившихся ирландских князей, Генрих вернулся и был
1364580	1371080	приветствован народом как освободитель. Ричард попался в плен, и парламент не сложил его, передав престол
1371080	1382140	Генриху Ланкастерскому. С 1399 года начинается правление династии Ланкастера. Царствование Генриха
1382140	1388340	IV ознаменовалось в целом рядом загоров и восстаний, но Генрих вышел победителем из всех этих
1388340	1394280	испытаний и упрочил за собой престол. Так как Ланкастерская династия обязана была своим возвышением
1394280	1399440	церкви и парламенту, то общины воспользовались этим, чтобы расширить и утвердить свои права.
1400000	1405440	В угоду духовенству издан был закон о сажении еретиков, направленный преимущественно против
1405440	1415300	сторонников Виклифа, лорда. Генрих IV наследовал Генриху IV, наследовал Генрих V. Немедленно по
1415300	1421840	вступлению на престол он простился со своей прежней бурной жизнью, окружил себя опытными советниками
1421840	1427140	и великодушно возвратил свободу и состояние многим заговорщикам. Генрих возобновил притязание
1427140	1433020	Эдуарда III на французский престол. Внутренние раздоры, обуревавшие Францию, в правлении
1433020	1440320	сумасшедшего короля Карла VI благопрепятствовали английскому оружию. И после долгих войн и блестящих
1440320	1447040	успехов, главным образом после победы при Азенкурии в 1415 году, Генриху было вручено
1447040	1453700	бургундские партии регенства вместе с рукой дочери Карла VI. Так что после смерти
1453700	1459820	тестя он становился королем Франции. Но он вскоре умер, оставив наследником обоих корон
1459820	1467640	девятимесячного сына. Во время малолетства Генриха VI государством управлял его дядя Глостер в Англии
1467640	1473760	и Бетфорд во Франции. Вначале английское оружие успешно действовало против Карла VII, провозглашенного
1473760	1479520	королем на юге Франции. Но благодаря пробуждению французского национального чувства, героизму
1479520	1486080	Жанна Д'Арк и настойчивости Карла VII англичане мало-помалу тратили все свои завоевания во Франции.
1486800	1494560	И к 1453 году в их руках оставался один только Кали. Постыдный исход войн, слабый характер
1494560	1501640	короля, также злоупотребление королевы Маргариты Анжуйской и ее любимцев вызвали смуты и сильное
1501640	1507500	неудовольствие в Англии. В Кенте вспыхнул мятеж под предводительством Джона Кеда, напоминавшее
1507500	1513960	времена Таллира. Лондонские граждане усмирили мятежников и угнетение народа усилилось. Этим
1513960	1519700	воспользовался герцог Ричард Йоркский, наместник Ирландии. Собрав вокруг себя своих вассалов,
1519800	1526760	он пошел с ними на Лондон. Таким образом началась 30-летняя серия войн за наследство между
1526760	1531780	Йоркской и Ланкастерской династиями, известная под именем войн Алой и Белой Розы.
1532440	1537200	Приверженцами Алой Розы или Ланкастеров были преимущества Северо-Западных графства,
1537700	1543560	а также Уэллс и Ирландия вместе с баронами, тогда как на стороне Белой Розы или Йорков стояли
1543560	1549960	Торговый, Юго-Восток, Мещанство, Крестьяне и Нижняя Палата. В сражении при Нордхэмптоне
1549960	1556360	в 1460 году Йорк захватил в плен короля и заставил Верхнюю Палату признать себя
1556360	1562080	протектором государства и наследником престола. Но королева Маргарита со своими приверженцами
1562080	1569720	неожиданно напала на него при битве о Эйкфильде и разбила на голову и тут же позднила.
1569960	1575340	Голова его в бумажной короне была выставлена на стенах Йорка. Тогда мстителем за отца явился
1575340	1580540	старший сын Йорка Эдуард. Он поспешил к Лондону, где горожане радостно приняли его и
1580540	1586740	провозгласили королем. Немедленно отправившись навстречу королеве, собравшей на севере громадную
1586740	1594200	армию, он одержал решительную победу при Таутне близ Йорка. Генрих VI и Маргарита бежали в Шотландию.
1594200	1601400	С воцарением Эдуарда IV война продолжалась с прежним ожесточением. Маргарита, бежавшая из Шотландии
1601400	1611800	в Париж, нашла там поддержку Людовика XI и высадилась с войском в Англии, но была отбита
1611800	1618200	уориком. Новая попытка возвести на престол Генриха VI окончилась тем, что Генрих попался в плен и был
1618200	1624560	заточен в Тауэре. Освободившись таким образом от самых опасных своих врагов, Эдуард почувствовал,
1624560	1630120	что руки у него развязаны и обнаружил необузданное самовластье. Он рассорился со своим прежним
1630120	1636880	союзником Ориком, который восстал против него и вступил в Лондон. Генрих VI снова был восстановлен на
1636880	1643200	престол и парламент объявил Эдуарда похитителем власти. Но через полгода Эдуард вернулся с войсками
1643200	1651960	Карла Смелого и при Тьюксбери нанес решительное поражение ланкастерцам. Орик пал, несчастный Генрих VI погиб в Тауэре,
1651960	1658560	а Маргарита долго терзалась заточение, пока не была выкуплена Людовиком XI. Последняя опасная
1658560	1665220	приверженность ланкастеров Генрих Тюдор бежал в Британию. Междуусобная война окончилась. Несмотря на
1665220	1671380	пролитые потоки крови, бедствия ее обрушились почти исключительно на лордов и их вассалов. Не менее
1671380	1677760	80 принцев погибло от руки палача или убийцы в сражениях. Целая пятая часть земель перешла путем
1677760	1684300	казни и конфискации в руки короля. Могущество Нижней палаты увеличилось за счет верхней. Многие
1684300	1689860	члены которой погибли в междоусобной войне. В общем, однако, привилегии обеих палаты были
1689860	1695820	уменьшены в пользу короны. Снова появились произвольные налоги в виде принудительных займов и
1695820	1701600	так называемых добровольных приношений со стороны джентри, горожан и купцов. Правосудие было
1701600	1707460	осквернено многочисленными парламентскими приговорами и осуждениями за государственную
1707460	1716720	измену, расширением судебных прерогатив Королевского совета. После смерти Эдуарда IV в 1483 году
1716720	1722940	королем немедленно был провозглашен старший сын его малолетний Эдуард V. Но дядя его герцог
1722940	1731000	глостерский Ричард завладел особой короля и принудил парламент признать его опекуном и
1731000	1736720	наместником королевства. Он силой заставил королеву Елизавету передать ему на воспитание и второго
1736720	1743220	сына ее Ричарда, после чего оба принца содержались под строгим надзором в Тауаре. В народе стали
1743220	1750160	распускать слухи о незаконности рождения детей Эдуарда IV. Толпа крикунов, предводительствуемая герцогом
1750160	1757380	Бекингемом, поднесла Ричарду будто бы подписанный всеми сословиями королевский акт, по которому он был
1757380	1763280	признан единственным законным наследником дома Йорков. Через два дня он короновался под именем
1763280	1771460	Ричарда III. Оба сына Эдуарда IV так и не вышли из Тауэра. Доподлинно неизвестно, что с ними стало,
1771560	1777120	но они почти наверняка были убиты из политических соображений. И, скорее всего, именно Ричарда.
1777120	1783140	Чтобы примирить с собой и знать, Ричард выпустил на свободу нескольких дворян и сделал несколько новых
1783140	1789820	назначений. Но вскоре он сбросил с себя личину и выказал кровожадность, испугавшую даже его
1789820	1796040	приверженцев. Взоры народа обратились к единственному отпрыску прежних королей Генриху Тюдору,
1796040	1804420	жившему во Франции при дворе Карла VIII. 7 августа 1485 году Генрих высадился в Милбэе,
1804420	1811200	беспрепятственно прошел через Уэллс и соединился со своими сторонниками. Ричард выступил против
1811200	1818080	него с большим войском. И 22 августа произошла решительная битва при Босфорте, окончившейся победой
1818080	1826160	Генриха. Ричард был убит, и на престол вступила династия Тудоров. Это все произошло в 1485 году,
1826160	1835520	и династия Тюдоров правила до 1603 года. С воцарением Генриха VII в Англии водворяется не только
1835520	1841300	новая династия, но и новый порядок вещей. Народ жаждал спокойствия, мирного развития гражданской
1841300	1847080	жизни. И Генрих умело воспользовался этим настроением, чтобы упрочить свою династию и расширить
1847080	1853060	права короны. Внешние затруднения были улажены посредством мирных договоров с Францией и Шотландией.
1853060	1860140	Между ними особенно важен договор о вечном мире с Шотландией, который был подписан в 1502 году,
1860640	1866180	за которым через год последовал брак Якова со старшей дочерью Генриха Маргаритой. Это положило
1866180	1872380	конец беспрерывным войнам между обеими государствами. Могущество знать и было надломлено долголетними
1872380	1878780	войнами, в которых погибла почти вся древняя аристократия Англии. Чтобы по возможности стать вне
1878780	1883700	зависимости от парламента, Генрих прежде всего ввел самую строгую экономию в государственном
1883700	1890040	хозяйстве. По тому же побуждению он добился закона, которым право на значение себе преемника
1890040	1895720	предоставлялось исключительно королю. Для обуздания аристократии был учрежден Чрезвычайный суд,
1895940	1902980	Звездная палата, имевший право без соучастия присяжных вчинять преследования и постановлять
1902980	1909680	приговоры по всем делам, касавшиеся короны и фиска. Но ослабляя могущество высших сословий
1909680	1915880	парламента, Генрих с другой стороны принял под свое покровительство буржуазию и обнаружил
1915880	1921500	особую заботливость о развитии торговли и флота, не щадя для этого значительных денежных жертв.
1922120	1928160	Если английский народ не испытал такого же деспотизма, как другие народы Европы, то этим он был обязан
1928160	1934500	преимущественно своему островному положению, не давшему его королям возможности учредить
1934500	1941720	постоянную армию. Генрих VIII, который взошел на престол в 1509 году, продолжил политику своего
1941720	1949480	отца. Он вынудил у парламента большую сумму денег для вторжения во Францию под угрозой казни и
1949480	1954940	семь лет правил без парламента. Когда у него явилась мысль о разводе со своей первой женой,
1954940	1960420	Екатерины Арагонской, он со всем пылом своей необузданной натуры приступил к исполнению
1960420	1968080	этого плана. Сопротивление, встреченное им даже среди собственного духовенства, только усилило
1968080	1973520	его упорство, тем более, что тогда же он влюбился в бойкую придворную красавицу Анну Болей.
1974240	1979940	До этого времени Генрих был ревностным католиком. Огнем и мечом ополчился он против последователей
1979940	1985520	Виклифа и против реформации Лютера. Из-за своей сочинения против последнего достоился от
1985520	1993200	папы Льва X титула защитника веры. Теперь же, получив от папы отказ в расторжении брака, он
1993200	2002700	решился отложиться сам и отторгнуть свой народ от папского престола. В январе 1533 году Генрих
2002700	2008180	женился на Анне Болей, а в мае Духовный суд признал брак его с Екатериной расторгнутым.
2008840	2013940	Актом о супермантии король был объявлен единственным верховным главой английской церкви,
2014560	2021460	а канцлер Томас Кромвель назначен его генеральным викарием. Король сам начертал религиозные статьи,
2022040	2029760	составляющие основу новой веры или англиканизма. Затем началось упразднение монастырей и конфискация
2029760	2036680	их имуществ, которая сопровождалась жестокими убийствами монахов и монахин. Генрих стал теперь
2036680	2044080	выше законов и религии, деспотизм его не знал пределов. В шесть раз он был женат, и из его несчастных
2044080	2052880	жен две погибли на плахе. Также был казнен знаменитый лорд-канцлер Томас Мор. В 1539 году изданы были
2052880	2059740	шесть кровавых статей, которые грозили жестокими наказаниями каждому, кто письменно или устно
2059740	2066980	стал бы говорить против догмата о присуществлении, против обедней исповеди. Масса народа погибла
2066980	2074580	из-за этих законов, и при том как католики, так и протестанты. Генриху Восьмому унаследовал
2074580	2081580	девятилетний сын его от Джейн Сеймур, Эдуард VI, за которого правил его дядя Лорд Сомерсет,
2082080	2089480	друг реформации. Архиепископ Кранмер приобрел особое влияние на государственные дела. Римский культ
2089480	2095260	был устранен, и гонения обратились против католиков. Но вскоре во всех частях государства вспыхнули
2095260	2101220	восстания. Церковные имущества после уничтожения монастырей большей частью попали в руки алчных
2101220	2107960	придворных и высшего дворянства. Сомерсет пожелал помочь крестьянам и назначил даже особых комиссаров
