start	end	text
918820	926880	И чувство вот этого национального самосознания до недавнего времени существовало только в культурной среде.
927520	935780	Общее британское правительство было признано всеми четырьмя народами, за исключением небольшого там количества Северной Ирландии.
935780	958000	Однако в 60-70-х годах национализм перебрался в политику в Шотландии и в Уэльсе, и призывы к независимости этих двух стран от Англии привели к началу, скажем так, к созданию собственного парламента в Уэльсе и передачи большинства полномочий и свободы действий шотландскому парламенту.
958000	975280	Требование вот так децентрализировать экономику внутри самой Англии отражает какие-то ее региональные различия, так как сами англичане как нации весьма очень разнородны, и их обычаи, акценты, поведение значительно различаются.
975280	993200	Жители Северной Англии, допустим, считают себя лучше южан, и наоборот, а жители разных графств и округов сохраняют верность своему окружению, что часто выражается в спорте, в политике, в соревнованиях, в каких-то культурных мероприятиях и стиле жизни.
993700	1002420	Это было такое небольшое вводное слово про англичан, но теперь давайте все-таки с вами перейдем к традициям Англии, они все-таки для нас интересны.
1002420	1014420	Итак, традиции Англии. Традиции в Англии это пресловутые три кита, на которых держится земля, которым к некоторым аспектам жизни англичан относятся особым почтением.
1014420	1021520	Например, обустройство собственного дома и сада самое распространенное увлечение англичан.
1022040	1027380	Всего свободное время они могут уделять улучшению, ну и дальнейшему украшению жилища.
1027720	1034000	Ну, примерно так же обстоит дело там с автомобилем, и там, например, сад под окнами и гостиной тоже могут украшать.
1034000	1038960	Еще традиционной является также любовь к животным, да.
1039560	1048840	Англичане очень любят животных до безумия, и почти в каждом доме держат домашних питомцев.
1049080	1053500	И, похоже, часто даже они любят иногда животных больше, чем собственных детей, да.
1054200	1059340	Потому что прощают там животным какие-то проделки, за которые дети были бы хорошо наказаны, вот так.
1059340	1064800	А еще мы часто ассоциируем Англию с чаем, да, вот английский чай.
1064940	1067020	Все, и у нас там первая ассоциация прям пошла.
1067660	1075500	Но чай, конечно, пьют индийский, хотя изысканным и тонким почитается, и считается, конечно же, китайский.
1076160	1082240	Свой собственный чай уважающие себя англичане берут с собой, например, в путешествии, да.
1083320	1088800	Развлечение же англичан также является очень таким традиционным.
1088800	1099280	Национальными видами спорта по праву считается гольф, крикет, теннис, конное поло, рыбное ловли и охота на лис.
1099380	1102900	Да, в Англии очень даже вообще просто распространена, например, охота.
1103480	1104020	Крикет, да?
1104400	1106000	Давайте про него чуть-чуть побольше поговорим.
1106120	1108660	Для англичан это больше, чем игра.
1108660	1111540	Потому что англичане играют в нее каждое воскресенье.
1111800	1117560	Если вы действительно хотите завоевать их доверие, попробуйте изучить крикетные правила.
1117680	1120160	Тогда, может быть, вы подружитесь с англичанином.
1120640	1125220	Еще прекрасной традицией является хорошее образование для детей.
1125360	1127960	Наверное, вы тоже слышали про английское образование.
1127960	1137280	Я вам уже говорила, что про образование в Англии я буду делать отдельный выпуск и рассказывать про все уровни, про университеты, самые популярные, которые есть.
1137400	1144940	Поэтому, что надо сделать, правильно подписаться на канал и поставить уведомления о новых выпусках, чтобы их не пропустить.
1145080	1150680	Особенно зная, что в январе вас ждут такие грандиозные выпуски.
1150840	1152640	Вы просто будете в шоке, правда.
1152640	1160360	Итак, касаемо образования, у состоятельных людей чрезвычайно популярен вариант частной школы и пансиона.
1161120	1165260	И большей частью они, конечно же, за такое раздельное где-то даже обучение.
1166140	1170280	Англичане очень гордятся своим чисто английским языком.
1170420	1174680	Опять же, надеюсь, у вас не будет секретно, что американский и английский отличаются.
1174980	1180040	Что иногда американец и англичанец могут даже не понять друг друга, потому что, что он говорит.
1180040	1183960	Например, американцы, они жуют слова, они их сокращают.
1184040	1188060	Англичане говорят больше так выразительно, полно.
1188220	1193000	Поэтому чисто английский он прекрасен, так как мелодично звучит.
1193480	1195040	И касаемо английского языка.
1195860	1200440	Английский язык для англичан не только средство отличать себя от иностранцев.
1200440	1207620	Это еще и способ безошибочно определять, какому классу общества принадлежит собеседник.
1208280	1214600	Традиционные британские обычаи, различные церемонии тесно переплетены с британской историей.
1214940	1217000	И в первую очередь, конечно же, с монархией.
1217080	1220720	А именно там с правящей фигурой, там король и королева.
1220980	1224840	Сейчас, конечно же, в Англии королева Елизавета II, если что напоминаю.
1224840	1232880	И несмотря на то, что в наши дни роль их весьма символична, а зачастую вообще отсутствует в политической жизни страны,
1233300	1242720	тем не менее это не умаливает их роли для простых людей, которые доказывают вновь и вновь свою преданность монархам,
1242780	1247660	что чтят традиции столь свято, что этому можно даже и позавидовать.
1247660	1254900	Сейчас я вам расскажу про некоторые такие традиционные мероприятия, которые происходят в Англии.
1254980	1257140	И не стоит их путать с праздниками.
1257300	1258400	Это немножечко разные вещи.
1258540	1259180	Итак, первое.
1259980	1266040	Процессии смена караула Королевского дворца, Уайт-Холла и Тауэра.
1266380	1270000	Про Тауэры я, кстати, уже рассказывала вам в выпуске про замки.
1270080	1272900	Поэтому, если кто-то не смотрел, обязательно посмотрите.
1272900	1278220	Там такая красота вас ждет, и прям небольшое путешествие и экскурсия по замкам.
1278300	1285360	Итак, торжественная процедура смены караула не может остаться незамеченным любопытными туристами.
1285840	1287840	И тут есть на что посмотреть.
1288220	1298260	Молодые гвардейцы в парадной военной форме под началом офицеров сдают вахту по охране Королевского дворца другим гвардейцам.
1298260	1309700	Летом караул меняется ежедневно, с апреля по июль в 11.30 утра и с августа по март через день у Букингемского дворца.
1310260	1317280	Еще одна смена караула происходит у Уайт-Холла в 11.00, а в воскресенье в 10.00.
1317720	1320440	Эта церемония началась еще при Генрихе VIII.
1320980	1324240	В ней, как и раньше, участвуют конные гвардейцы.
1324240	1330280	В Тауре же смена караула происходит позднее всех, она происходит ровно в полдень.
1330420	1333240	Следующая церемония ключей.
1333720	1339680	В Тауре же можно увидеть церемонию ключей, она состоит в том, что под звуки фанфар.
1340180	1345640	Все двери Таура запираются, а ключи от них передаются на хранение в дом королевы.
1346120	1351040	Эта церемония ежедневная, начинается в 21.30.
1351740	1353040	Королевские салюты.
1353040	1359600	Лондонский Таур является традиционным местом проведения ошеломляющих королевских салютов.
1360000	1364480	Обычно они устраиваются по случаю торжеств в честь дня рождения королевы,
1364800	1367680	либо по некоторым другим столь же значимым датам.
1368120	1372020	Конечно же, не только Таур может увидеть салют салютуют.
1372300	1374540	Королевская семья обычно и в Гайд-парке.
1374540	1382540	В подобных мероприятиях участвуют конные гвардейцы и при полном удировании, что создает совершенно необычную атмосферу.
1383800	1384640	Вынос знамени.
1385180	1389880	Ежегодная церемония, именуемая вынос знамени, совершается в честь королевы.
1390340	1394540	В этой церемонии грохочет салют, идет показ парада королевской гвардии.
1395280	1400000	Королева ведет гвардию, как и весь парад королевской резиденции Букингемского дворца.
1400000	1408760	Наиболее зрелищно это традиционное мероприятие будет смотреться, если наблюдать за ним со стороны парка Сейнт Джеймс.
1409340	1414820	И обычно вынос знамени планируется на каждую вторую субботу и июня ежегодно,
1414900	1418740	но репетиция начинается за две недели до вот этой оговоренной даты,
1419400	1422560	на которых также возможно присутствовать посторонним.
1422560	1426560	И вот эти репетиции также происходят по субботам.
1426900	1428340	Открытие парламента.
1428340	1434420	Очень красочная церемония ежегодного открытия парламента в ноябре,
1434880	1437480	в которой принимает участие королева.
1438160	1445240	Первое заседание Палаты Лордов, которое и является официальным началом нового политического года в парламенте,
1445280	1447240	к сожалению, недоступно ко всеобщему обозрению.
1447240	1454960	Но благодаря телевидению и интернету в наши дни вполне можно скомпенсировать этот недостаток и все посмотреть.
1454960	1462040	По многолетней традиции королева, выезжающая из своей королевской резиденции Букингемского дворца,
1462040	1471980	на праздничной карете, запряженной четырьмя лошадьми, после своего прибытия восьмистер ежегодно произносит торжественную праздничную речь.
1472760	1476180	День памяти погибших в двух мировых войнах.
1476660	1483480	Во второе воскресенье ноября происходит торжество в память всех погибших в Первой и Второй мировых войнах.
1483480	1489600	По окончанию Первой мировой появилась традиция минутной молчания вспоминать всех,
1489800	1496000	кто не вернулся с нее в день подписания мирного договора 11 ноября 1918 года.
1496720	1500680	На сегодняшний день мероприятие, посвященное павшим в обеих мировых войнах,
1500800	1504400	происходит около памятника неизвестному солдату на улице Вайт-Холл.
1504400	1510320	В этих торжествах ежегодно принимают участие и королевская семья, и премьер-министры, члены парламента,
1511040	1516520	политические деятели, а также почетные гости из стран по всему свету.
1516640	1518580	День военно-морского флота.
1518760	1522060	21 октября, день военно-морского флота.
1522180	1527160	В этот день традиционно является парад, который шествует по улице Мэл к Трафальгарской площади,
1527540	1530560	и заканчиваются торжества у колонны адмиралу Нельсну,
1530560	1535060	адмиралу британского морского флота, погибшего в Трафальгарском сражении,
1535160	1537720	в котором он бился против Наполеона.
1538640	1541440	Смена городской власти в Гилд-Холле.
1541820	1546120	В Гилд-Холле ежегодно происходит торжественная церемония,
1546200	1550160	которая называется Silent Change, безмолвность смены власти города.
1550740	1554380	Еще в середине века гранатоначальники в абсолютно безмолвии
1554380	1558920	передавали символы власти тому, кто приходит им на смену,
1558920	1563900	после чего те считаются вступившими в должность им на следующий день.
1564360	1567020	На следующий день после передачи новая глава города,
1567340	1570620	в сопровождении шумной такой толпы и карнавальных персонажей,
1571080	1574600	различных там провозок, направляется к собору Святого Павла.
1575080	1578920	И после чего к зданию суда, дабы познакомиться с главным судьем,
1579880	1581300	судьей в торжественной обстановке,
1581860	1584920	эта церемония знакомства именуется Lord Mayor's Show,
1584920	1591040	представление господина мэра, и оно происходит во вторую субботу ноября.
1591900	1596040	Сбор Итонского и Кембриджского колледжей.
1596300	1599920	21 мая ежегодно учащиеся знаменитых колледжей
1600740	1605620	близ Виндзора и Королевского колледжа Кембриджского университета
1605620	1609120	встречаются у башни Уэкфилд в лондонском Тауре.
1609120	1616780	Дело в том, что Генрих VI, который считается основателем обоих столь именитых колледжей,
1616840	1620240	в 1476 году был казнен в этом месте.
1620900	1626400	И представители обеих колледжей собираются, дабы почтить его память.
1627360	1630040	Именины Сэмюэля Джонсона.
1630040	1637380	18 декабря по сложившейся традиции происходит торжество в Вестмистерском аббатстве
1637380	1642460	в честь яркого литератора 18 века, доктора Сэмюэля Джонса.
1642540	1646080	Как считал его ближайший друг Джеймса Боусул Джонсон,
1646600	1650460	представляет собой литературное воплощение английского народа.
1650920	1655720	Благодаря Боусулу, любой желающий может познакомиться с его меткими афоризмами,
1655720	1661400	высказаниями, которые тот изложил в биографии Сэмюэля Джонса.
1661800	1665640	Итак, это были небольшие такие традиции, которые у нас связаны с Англией.
1665960	1673540	Но теперь мы переходим к самому интересному, яркому и запоминающимся это национальные праздники.
1673760	1676720	И мы начнем, конечно же, с января.
1677260	1680640	Ап Хелли Айя. Вот такой необычный праздник, да?
1680960	1685640	Итак, в 9 веке на Шотландские острова, что рядом с побережьем,
1685720	1687520	в Шотландии, напали викинги.
1688020	1692200	Это событие отмечают каждую зиму жители города Лервик,
1692680	1694440	стоящего на одном из островов.
1694780	1698460	Они делают модель корабля викингов с драконом на носу.
1698520	1700400	Если вы сейчас смотрите, вы можете это увидеть.
1700820	1702500	А если вы просто слушаете подкаст,
1702780	1704960	то обязательно потом посмотрите видео.
1705080	1706960	Такие потрясающие фотографии.
1706960	1715440	Они наряжаются в наряды викингов и морозным январским вечером несут корабль через весь город к морю,
1715600	1719300	где, следуя обычаю, викинги хоронят своих воинов.
1719800	1721400	Его торжественно сжигают.
1721560	1724860	Потрясающе, мне кажется, праздник в январе после всех новогодних.
1725560	1726060	В феврале.
1726760	1728560	Сент Валентес Дэй.
1728640	1730700	Ну, конечно же, мы знаем День Святого Валентина,
1730780	1733620	который празднуется практически по всему свету, да и в России тоже.
1734440	1737060	Святой Валентин – покровитель всех влюбленных.
1737160	1740520	И в этот день влюбленные дарят друг другу особо открытки.
1740880	1741360	Валентинки.
1741440	1743580	Но про этот праздник мы не будем сильно здесь останавливаться,
1743680	1745660	потому что я думаю, что вы все-таки его знаете, да.
1746260	1748920	В марте у нас следующий праздник.
1749080	1750620	Сент Дэвис Дэй.
1751580	1754460	То есть у меня есть 1 марта 11, чуть не сказала.
1755260	1758780	Итак, Святой Дэвид – это покровитель Уэльса.
1759300	1762280	Этот праздник очень важен для жителей Уэльса,
1762280	1766320	который носит в этот день в петлицах нарциссы,
1766380	1767840	то есть эмблему страны.
1768220	1772700	В марте, нас еще 17 марта ожидает сет Патрикс Дэй.
1773300	1775100	День покровителя Ирландии.
1775200	1778460	Думаю, День Святого Патрика вы тоже про него слышали, да.
1778540	1782220	Обычно из различных пабах, даже там в нашей стране,
1782360	1784680	бывает, что отмечают День Святого Патрика, да.
1784840	1786240	И это тоже очень прикольно, кстати.
1786240	1788640	Итак, День покровителя Ирландии.
1788860	1792180	В отличие от жителей других стран Объединенного Королевства,
1792260	1795660	ирландцы очень активно отмечают День Святого Патрика.
1796360	1799400	Он отмечается не столько в самой Ирландии,
1799460	1801960	но и вообще везде, где есть хоть сколько-нибудь
1801960	1804680	значительное скопление этого веселого народа.
1805280	1808520	Например, в Нью-Йорке в этот день даже проводится парад.
1808660	1811180	Так что это уже какой-то даже не национальный праздник,
1811220	1812360	какой-то даже мировой.
1812360	1816800	26 марта исходит следующий праздник,
1817020	1819180	Маврэз Дэй, ну День Матери, да.
1820000	1824440	В викторианские времена детей посылали работать вдали от дома
1824440	1827620	в раннем возрасте, а деньги, заработанные ими,
1827820	1829220	переслали в семейный бюджет.
1829660	1832800	Один день в году детям разрешалось провести дома
1832800	1836980	вместе с родителями, и они приносили матерям и бабушкам
1836980	1840220	небольшие подарки, такие как букетики цветов
1840220	1841640	или там свежие яйца.
1842140	1845360	И теперь в этот день дети дарят матерям и бабушкам
1845360	1848560	букетики цветов и выполняют за ним всю домашнюю работу.
1848980	1850880	Этот праздник, конечно же, похож у нас на что?
1850980	1853920	На 8 марта, да, что-то есть такая небольшая аналогия.
1854380	1857460	В апреле очень потрясающий праздник,
1857660	1859480	который происходит 1 апреля.
1859960	1861720	April Fool's Day.
1862280	1864800	Этот праздник появился в средних веках,
1864800	1867980	хотя тогда он имел несколько другой там вид,
1867980	1871820	и в этот день слуги становились хозяевами,
1872320	1873980	а хозяевы слугами.
1874260	1876060	За века традиции изменились,
1876180	1880460	и теперь 1 апреля это день шуток и розыгрышей.
1881040	1885820	21 апреля день рождения королевы Елизаветы,
1885940	1888000	второй настоящий день рождения,
1888480	1889580	вы потом поймете почему.
1889580	1893180	В этот день все газеты, радио, телевидение,
1893300	1898760	даже интернет поздравляют королеву с ее днем рождения.
1899760	1903580	23 апреля St. George's Day.
1903800	1906880	День покровителя Англии Святого Джорджа,
1907120	1909940	которого чтят за то, что он убил дракона,
1910500	1914920	который терроризировал несколько английских деревень.
1915360	1918580	В сущности, это английский вариант Дня Святого Патрика,
1918580	1921580	и в этот день поднимают флаг Англии,
1922700	1924580	известный под названием Крест Святого Джорджа.
1925700	1928580	Англичане носят красные розы, эмблему Англии,
1928700	1932440	и к праздничному столу они готовят традиционно английские блюда,
1932560	1936780	такие как розбив, йогшерский пудинг, сосиски в тесте.
1936920	1941740	Кроме того, в этот день они распевают английские народные песни.
1941820	1944480	Думаю, даже на этот праздник нам бы всем захотелось бы попасть.
1944620	1947400	В общем, он классный и вкусный.
1947400	1951240	Итак, еще в апреле, конечно же, это Пасха, да.
1951960	1954940	Пасха обычно отмечается как раз там в апреле либо май,
1955040	1959580	но вот если мы смотрим, касаемо Англии, то это у нас там в апреле.
1960000	1964420	Этот день для многих является более важным религиозным праздником,
1964600	1966400	чем даже иногда бывает Рождество.
1967280	1971060	Многие жители Великобритании присутствуют на пасхальной службе.
1971060	1977560	Пасхальную службу в субботу вечером продолжается более двух часов и начинается она в 9.30.
1977800	1979600	Вечер и заканчивается в полночь.
1980220	1985180	После службы все поздравляют друг с другом окончанием Великого Поста и началом Нового Года.
1985180	1989420	Это, кстати, чтобы показать начало Нового Года и новой жизни.
1989640	1993140	Многие церкви украшают ветками деревьев с набухшими почками.
1993660	1996120	Там нарциссами разукрашивают яйца.
1996400	2000060	И после службы все возвращаются домой и едят пасхальный кулич.
