start	end	text
274360	282000	Легенда гласит, что если вороны погибнут или улетят, то британская монархия пойдет, а сам Таур превратится в прах.
282000	286960	Поэтому с шестнадцатого века королевским указом их тщательно охраняют.
292480	297780	За безопасность воронов отвечают специальные хранители, йомены.
298180	302440	Это бывшие летчики или морпехи, отслужившие более 20 лет.
302940	305880	Так что британской короне ничего не угрожает.
308180	309100	Стоунхендж.
309100	312700	Это, пожалуй, самое загадочное место всей Великобритании.
313360	315880	Каждый год в это место приезжает миллионы людей.
316140	318860	И все они с благозовением смотрят на эти камни.
319500	323640	Кто их построил? Когда? Сколько тысяч лет назад? Для чего?
324180	329360	Как древние люди смогли переместить в эту долину огромные глыбы в несколько десятков тонн?
329800	331720	Какие только версии не выдвигаются.
331720	341860	Но есть одна легенда о том, что эти камни появились благодаря волшебнику Мерлину,
342420	347860	чародею по дворе короля Артура, который перенес их из Ирландии по воздуху.
347860	353660	И, наконец, самый необыкновенный, самый знаменитый, самый прекрасный.
356120	357120	Биг Бен.
357640	360600	Мы привыкли думать, что Биг Бен – это часы в башне.
361040	364540	Во-первых, это не просто башня, а часть здания парламента.
364980	367480	И, во-вторых, Биг Бен – это вообще не часы.
367480	379380	Так называют колокол, внутри башни, а сама башня с недавних пор носит имя королевы Елизаветы.
381320	384600	Ну что ж, теперь перейдем к английской мифологии.
384600	396520	Гоблины, французские, гоблин – сверхъестественные, человекоподобные создания,
396520	402900	живущие, согласно западноевропейской мифологии, в подземных пещерах и не переносящие солнечный свет.
403460	409980	Гоблины являются одной из разновидностей фейри или духов природы, таких как пикси, гномы или феи.
409980	416300	Внешность их описывается по-разному, но достоверно одно.
416820	420200	Гоблины – одни из самых уродливых созданий в мировой мифологии.
420720	424480	Они антропоморфны, но рост варьируется от фута до двух метров.
425040	431280	Впрочем, гоблины умеют превращаться в людей, но три элемента их внешности остаются неизменными.
431820	436920	Длинные уши, страшные, похожие на кошачьи глаза, и длинные когти на руках.
436920	445660	Уши гоблины прячут под шапку, когти – в перчатке, а в глаза им никак не скрыть, поэтому по преданию узнать их можно по глазам.
448120	450160	Пикси. Английский – пикси.
450540	455820	Небольшие создания из английской мифологии считаются разновидностью эльфов или фей.
458040	465220	Общим свойством упоминаемых в источниках является поведение пикси, от безобидных шалостей до смертельных проказ.
465220	468280	Их любимая забава – сбивать с дороги путников.
468840	472040	Кроме того, пикси крадут лошадей, особенно жеребят.
472460	477820	Самый надежный способ прогнать пикси – это вывернуть наизнанку куртку или показать им железный крест.
478560	480640	Впрочем, пикси довольно дружелюбны.
480960	488000	Они ухаживают за заброшенными могилами, оставляют на них цветы, помогают по дому, выполняют ту же работу, что и брауни.
488680	493580	Правда, работа им быстро надоедает, и они бросают ее при первом же удобном случае.
493580	498380	По некоторым источникам – пикси – духи детей, умерших до крещения.
498640	503560	По другим – это духи друидов или язычников, не попавших ни в рай, ни в ад.
507660	508300	Хобгоблин.
508440	510400	Английский – хобгоблин.
510900	515120	В английском фольклоре – мелкий дух, нечто вроде домового или лешего.
515500	518400	Они редко выходят из дома, предпочитая греться у огня.
518400	524400	Правда, они очень обидчивы, и если уж обижаются, то хозяевам достается по первое число.
524880	531140	Молоко скисает, одежда рвется словно сама собой, чисто выметенный пол тут же вновь оказывается грязным.
531600	539820	Один обиженный хобгоблин утащил с собой все ключи и отказывался их возвращать до тех пор, пока ему не испекли его любимых лепешек.
539820	545820	Ростом они около двух футов, у них смуглая кожа, ходят они либо на гишом, либо в темных одеждах.
546980	552580	Несмотря на свое добродушие и готовность помочь людям, хобгоблины удостоились сомнительной чести.
553080	556460	Их нередко путали, а то и намеренно отождествляли с бесами.
557020	563820	К примеру, у Джона Биньяна в пути паломника можно найти такую фразу – «И мерзкий демон хобгоблин».
563820	571320	Ну, теперь пора поговорить и о живописи.
575980	580780	Одним из самых великих художников Англии был Дикси Франк Бернард.
580780	586120	Родился он 27 ноября 1853 года в Лондоне.
586520	590960	Умер 17 октября 1928 года в Лондоне.
591540	593060	Вот одни из его творений.
593820	599380	Эта картина называется «Ромео и Джульетта» 1884 года.
601480	606300	Эта картина «Безжалостная красавица» 1890 года.
609820	614640	А эта картина «Зеркало» 1896 года.
614640	624700	Морган Эвелин Де родилась 30 августа 1855 года.
625080	628080	Умерла 2 мая 1919 года.
628080	630120	Вот одни из ее картин.
630120	639680	Эта картина называется «Ариада на Наксосе» 1877 года.
639680	648020	Эта картина «Флора» 1894 года.
648020	657580	А эта картина «Елена Троянская» 1894 года.
657580	666860	Эгг Август Леопольд родился 2 мая 1816 года в Лондоне.
667280	671460	Умер 26 марта 1863 года в Алжире.
671460	674420	Вот одни из его живописных произведений.
674420	684540	Этот трептих называется «Прошлое и настоящее» 1858 года.
684540	685820	Часть первая.
688260	689340	Часть вторая.
696200	697920	Часть третья.
697920	709760	Конечно же, в Англии не только хорошие художники, но и писатели.
710220	711980	Перейдем к английской литературе.
711980	715500	В Англии есть множество писателей, известных нам и сейчас.
717480	719760	Лидиар Киплинг, написавший.
721320	722080	Маугли.
724580	726100	Рики Тики Тави.
727920	730700	И Кота, который гулял сам по себе.
732560	736740	Также Уильям Шекспир, написавший множество пьес, в числе которых.
741040	742420	Ромео и Жильета.
745000	745720	Гамлет.
748820	750300	Укращение Строптивой.
752300	755340	Всеми известный Льюис Кэрол, написавший.
755340	757660	Алису в Стране Чудес.
759660	760660	Алису в Зазеркалье.
763160	764720	И Охоту на Снарка.
767260	769660	А теперь мы прослушаем народную музыку Англии.
770520	772880	Эта баллада называется «Гринсливс».
772880	776780	По легенде, Генрих VIII посвятил ее Анне Болейн.
776780	778780	Эта баллада называется «Гринсливс».
778780	781100	Эта баллада называется «Гринсливс».
781100	783100	Алису в Зазеркалье.
783100	784100	Алису в Зазеркалье.
784100	786100	Алису в Зазеркалье.
786100	788100	Алису в Зазеркалье.
788100	789100	Алису в Зазеркалье.
789100	790100	Алису в Зазеркалье.
790100	794100	Алису в Зазеркалье.
794100	796100	Алису в Зазеркалье.
796100	826080	Субтитры создавал DimaTorzok
826100	856080	Субтитры создавал DimaTorzok
856100	886080	Субтитры создавал DimaTorzok
886100	916080	Субтитры создавал DimaTorzok
916100	946080	Субтитры создавал DimaTorzok
