start	end	text
298180	304640	В прошлом горная местность Уэллса затрудняла войны, земледелие и поселение людей.
305060	311600	Столица Кардив, покровитель Святой Давид, национальный символ, луг-парей, эмблема нарцисс.
312620	316980	Шотландия. Шотландию можно разделить на три основные части.
317160	324340	Первая часть – это северо-западные и центральные горы вместе с большим количеством островов на западном и северном побережьях.
324340	329880	Эти земли слабо заселены, но составляют половину всей территории Шотландии.
330180	336500	Вторая часть – это центральные низинные земли, которые составляют одну пятую всей шотландской территории
336500	343640	и три четверти всего населения Шотландии, большинство промышленных и торговых центров и возделываемой земли.
344080	350100	И, наконец, третья часть – это южные возвышенности, в которые входит ряд холмов,
350100	352880	простирающихся до границы с Англией.
353200	358800	Самая высокая гора в Шотландии – Бен-Невис, ее высота – 1342 метра,
359140	362440	которая также является самой высокой горой в Великобритании.
362720	364520	Столица Шотландии – Эдинбург.
364880	370540	Покровитель Святой Андрей – один из 12 апостолов, который отстаивал христианство.
370940	372720	Символ страны – чертополох.
372720	378040	Северная Ирландия отстает всего на 21 километр от шотландского побережья,
378280	381300	что послужило причиной миграции народа в далеком прошлом.
382020	388040	Со времени разделения Ирландии в 1921 году на юге и западе она ограничится с Ирландской республикой.
388040	395880	На севере находится гористый берег, в центре, ближе к югу, подородная долина и горы на западе, северо-востоке и юго-востоке.
396300	400640	Большая часть крупных городов, таких как столица Белфаст, расположена в долинах.
400640	405220	Белфаст, расположенный у устья реки Лагвна, является самым крупным городом.
405980	411840	Северная Ирландия в основном аграрная страна, поэтому население живет большей частью сельской местности.
412340	417240	Покровитель страны Святой Патрик – первый епископ Ирландской христианской церкви.
417720	419860	Символ этой части – трелистник.
420860	424520	Соединенное Королевство формировалось на протяжении многих веков.
424960	429100	В раннем Средневековье на этой территории находился ряд мелких государств.
429100	436140	В XI веке на месте нынешней Англии уже существовало единое феодальное государство.
436620	445180	В 1284 году английское королевство захватило Уэллс, и в 1536 он стал составной частью страны.
445900	453600	После 1603 года Англия совместно с Уэллсом уже и Шотландия управлялись шотландскими королями.
453600	458200	В 1707 году они объединились под названием Великобритания.
459160	469420	В 1801 году к стране был присоединен весь остров Ирландия, но большая часть его территории была утрачена в 1922 году.
470120	477440	Остров был разделен на Северную Ирландию, оставшуюся в составе Великобритании, и независимое государство Ирландию.
477440	485800	История британских островов переплелась с историей Европы с XI века, когда норманы завоевали Англию.
486220	493880	После XIV века и на протяжении последующих 400 лет британское владычество распространялось на обширные колониальные территории.
494580	501280	Вплоть до 1940-х годов можно было утверждать, что над британской империей никогда не заходит солнце.
501280	511280	Вместе с расширением британского владычества по земному шару распространился английский язык и форма британского государственного устройства.
512400	515940	Британия наладила широкомасштабные торговые связи.
516440	521220	Она первая создала современную промышленность с использованием машинного производства.
521700	527280	В XIX веке страна стала крупнейшим мировым производителем и экспортером промышленных товаров.
527280	536620	В XX веке в связи с усилением роли США и Германии, а позднее Японии и СССР, значение Великобритании как мировой державы ослабло.
537180	545440	После Второй мировой войны в колониях британской империи развернулось национально-освободительное движение, и британская империя распалась.
545920	550620	Многие, получившие независимость государства, вступили в Содружество нации.
550620	558620	Это краткая общая характеристика касательно Соединенного Королевства, Великобритании и Северной Ирландии.
559540	571400	Теперь поговорим немного о строении поверхности этой земли, коли речь у нас с вами идет сегодня о географическом положении, о климатических условиях, о природных богатствах страны.
571920	577380	Территория Соединенного Королевства по особенностям рельефа подразделяется на две основные области.
577380	592360	Это Высокая Британия, включая Северную Ирландию, которая расположена на севере и западе страны и представляет собой в основном сильно расчлененные возвышенности и гораздо менее распространенные низменности.
592920	601720	На юге и востоке простирается Низкая Британия, которая отличается холмистым рельефом, небольшими возвышенностями и несколькими горными районами.
601840	605660	В ее основании залегают более молодые осадочные породы.
605660	617820	Граница между Высокой и Низкой Британией проходит приблизительно в юго-западном направлении от Нью-Касла в устье реки Тайн до Эксетера в устье реки Экс на юге Девана.
618240	623800	Эта граница не везде четко выражена и часто переходы между Высокой и Низкой Британией сглажены.
623800	633540	В целом рельеф страны настолько разнообразен, что проезжая в одном направлении больше часа, сразу можно пересекать несколько разных ландшафтов.
634480	645540	Сильно расчлененная, туманная, ветренная, дождливая северо-западная часть страны состоит из шести основных возвышенных районов с тремя промежуточными низменностями.
645540	655620	Здесь выделяется северо-шотландская Нагорье со своими островами, которые расположены к западу от Шотландии, и возвышенностями на севере-западе Северной Ирландии,
656080	662660	низменности Шотландии и Северной Ирландии, Южно-шотландская возвышенность, Пенинские горы на севере Англии,
663160	669560	озерный край на севере-западе Англии, долина реки Идн между озерным краем и Пенинами.
669560	683480	Также сюда входит Ланкашерская-Чеширская равнина, на самом деле являющаяся частью уже низкой Британии и расположенной между Пенинами и Северным Уэллсом,
683940	687560	и возвышенности Дивона и Корнуола на юго-западе страны.
689420	693820	Самые высокие горы находятся на северо-шотландском Нагоре.
693820	700820	Как я уже сказала, это гора Бен-Нейвис со своей высотой 1342 метра над уровнем моря.
702360	715240	Также можем сказать о том, что вторая по высоте – это гора Сноудун, о которой я тоже уже сказала, достигающая 1085 метров над уровнем моря.
715240	725040	Одна из удивительных особенностей Великобритании – это наличие множества островов на западе и почти полное их отсутствие на востоке.
725520	732420	Британские острова находятся на краю шельфа и глубины у восточного побережья гораздо меньше, чем у западного.
732820	740720	Поэтому, несмотря на сильное волнение, гавани на западном побережье удобнее, чем на восточном побережье.
740720	749700	К северу от Шотландии простирается пролив Пентлетферд, отделяющий Аркнейские острова от главного острова.
749860	756720	Далее, к северо-востоку, примерно в 485 километрах от Норвегии, расположены Шетландские острова.
757200	761860	Эти островные группы долгое время служили первоначальными базами для норвежцев,
762200	768360	которые через них добирались до Гебридских островов и даже до Ирландии и острова Мэм.
768360	775900	В дополнение к естественным водным путям были проведены значительные работы по улучшению доступа к морским портам,
776140	781120	в частности, дноуглубительной работы в низовьях реки Клайд и Мерси,
781320	790360	и построена широкая сеть каналов, особенно в Англии, между северным Мидлендсом и долиной реки Темза.
790360	800440	Климат Соединенного Королевства весьма мягкий, хотя отмечались экстремальные температуры выше 38 градусов или ниже 18 градусов.
800560	808480	Температура очень редко повышается в летние дни выше 29 градусов или понижается в зимние ночи ниже 7 градусов.
808480	813840	Мягкость климата объясняется главным образом влиянием североатлантического течения,
814840	818520	приносящего теплые воды к западному побережью Европы.
818860	821680	На этих широтах преобладает западный перенос ветров,
822160	827760	и таким образом с Атлантического океана летом поступает прохладный, а зимой теплый воздух.
828060	830280	Хотя различия температур совсем невелики,
830740	836420	зима на западном побережье Соединенного Королевства теплее, чем на восточном побережье.
836420	841300	Мороз и снег не являются необычными явлениями, особенно на больших высотах.
841660	850260	Однако на низменностях в обычную зиму температура ниже 0 градусов держится лишь 30-60 дней в году,
850460	852540	а снег всего 10-15 дней.
852940	857920	В Лондоне снег лежит на земле всего около 5 дней в году.
859020	863140	Это что касается климата данной страны.
863140	869020	Знаменитые в прошлом лондонские туманы окутывали город из-за густого дыма
869020	874820	от сжигания угля для обогрева помещений, а не вследствие каких-то метеорологических условий.
875140	881160	Тем не менее, влажный сырой туман все еще фиксируется в Лондоне в среднем 45 дней в году,
881620	883440	преимущественно в январе и феврале,
883860	888760	а в большинстве портов насчитывается от 5 до 30 туманных дней каждый год.
888760	895220	Причем туман может парализовать на пару и более дней все движение транспорта.
895760	898820	В доисторические времена на большей части Соединенного Королевства
898820	903280	росли густые леса из дуба, березы и прочих лиственных пород.
903520	906760	Однако теперь, после более 20 веков хозяйственного освоения,
908000	909920	территория преимущественно обезлесена.
910420	913760	Тем не менее, несмотря на отсутствие крупных лесных массивов,
913760	918520	сельскохозяйственные районы кажутся лесистами благодаря живым изгородям,
918980	923280	защитным лесополосам на полях, заказниками промысловых животных
923280	929820	и небольшими лесопосадками у ферм и усадеб.
930240	935180	Участки леса обычно приурочены к территориям с сильно пересеченным рельефом
935180	939180	или песчаными почвами, которые малопригодны для земледелия.
939180	943180	Громадные старые деревья сохраняются в королевских лесах,
943300	945420	то есть в таких районах, как Ньюфорест,
945560	948240	которая изначально отводилась для королевских охот.
948580	951700	Однако некоторые из них никогда не были сильно облесены.
952200	956660	После 1919 года и особенно после 1945 года
956660	960320	правительство стало поощрять создание как государственных,
960460	965500	так и частных пограничных лесополос из быстро растущих хвойных деревьев.
965500	971920	По оценке 1997 года в стране было осуществлено лесоустройство
971920	974300	на площади около 2 миллионов гектар.
974620	981400	Однако в Низкой Британии преобладают от них не леса, а поля и пастбище.
981520	985360	Основная растительная формация в Великобритании – это верещатники,
985880	991220	которые преобладают в Высокой Британии на высотах более 215 метров,
991220	994460	но встречаются и в других местностях.
994680	1000140	В целом на долю их приходится приблизительно одна треть площади Великобритании
1000140	1003120	и большая часть Северной Ирландии.
1003700	1010540	Это кратко о поверхности земли, о климате данной страны.
1011320	1014640	Теперь поговорим о следующем вопросе.
1014720	1016580	Это вопрос населения.
1016580	1021820	Британские острова много раз подвергались нашествиям со стороны континентальной Европы.
1022380	1026100	Каждая новая волна интервентов – от завоевателей Бронзового века,
1026660	1029900	римлян, англов и саксов до датчан и норманов –
1029900	1032140	высаживались на южном и восточном побережье,
1032440	1037520	занимая пригодные для сельского хозяйства земли низменной части Британии
1037520	1042500	и затем вытесняя коренных жителей на запад и север в горные районы страны.
1042500	1046740	Ко времени нормандского завоевания британские острова уже были разделены
1046740	1051940	на англосаксонскую или низменную зону и кельтскую или горную зону.
1052340	1056620	Остатки этого деления все еще придают особый характер горной Британии.
1057100	1064280	В Корнуоле, Уэлсе, Ирландии и Шотландии все еще говорят на разных диалектах кельтского языка,
1064640	1066400	который, впрочем, быстро исчезает.
1066400	1072760	Кельтское население горной Британии до сих пор гордится своим особым происхождением.
1073440	1078900	Согласно первой переписи населения Великобритании, которая была проведена в 1801 году,
1079440	1083340	население Англии и Уэллса составляло почти 9 миллионов человек.
1083780	1086160	В Шотландии более полутора миллионов.
1086540	1092220	На протяжении XIX века население увеличивалось ежегодно на 1-1,5%.
1092220	1094980	Но в XX веке его рост замедлился.
1095320	1098620	В середине 70-х годов практически остановился.
1099140	1107220	По переписи 1990-91 года население Англии и Уэллса составляло 48 960 человек.
1108280	1116160	То есть на 57 тысяч меньше по сравнению с переписью, которая была проведена в 1981 году.
1116160	1126500	Что касается последней переписи, которая была в 2021 году.
1127080	1144160	Там были даны такие факты, что на территории Англии в общем и целом по оценке этой переписи проживает 67 миллионов 81 тысячи человек.
1146160	1151620	Если брать численность населения в Великобритании по данным переписи 2011 года,
1151720	1158500	то она составила 63 181 775 человек.
1158500	1166780	В том числе в Англии проживало 53 миллиона 12 тысяч 456 человек.
1166920	1170460	В Шотландии 5 миллионов 295 тысяч.
1170820	1176800	У Уэлси 3 миллиона 63 тысячи 456 человек.
1177140	1184680	И в Северной Ирландии 1 миллион 810 тысяч 863 человека.
1184680	1196020	По своей структуре население страны отличается многонациональностью, поликультурностью и смешанным характером заселения иммигрантов и коренных жителей.
1196460	1202680	Если брать в процентном соотношении, то англичане составляют 84,3%.
1202680	1207540	В Шотландце 8,1%.
1207540	1211100	В Валийце 4,7%.
1211100	1215680	И североирландце 2,8%.
1215680	1225980	Какие же национальности, помимо тех, которые я назвала, также проживают на территории Британии?
1226420	1229680	Но их процентное соотношение очень мало.
1230180	1237160	Чуть больше 1% это индийцы, это выходцы из Пакистана, это смешанные расы.
1237160	1253840	Менее 1% это бенгальцы, выходцы из Азии, выходцы из Карибского бассейна, выходцы из Африки, китайцы и 0,4% другие национальности.
1255240	1259500	Английский язык входит в северо-западную группу германских языков.
1259500	1266980	Помимо англичан, большинство шотландцев и валийцев, несмотря на свое кельтское происхождение, также говорят на английском языке.
1267540	1274100	Один из северных диалектов англосаксского языка послужил основой для создания национального шотландского языка,
1274500	1279100	который по лексике и фонетике значительно отличается от литературного английского.
1279640	1285480	В этот язык, национально-шотландский, вошло много слов из гельтского, кельтского-шотландского.
1285480	1289260	Кроме того, на нем сказалось и влияние скандинавских языков.
1289500	1293500	Из кельтских языков сохраняет распространение валийский язык.
1294420	1302640	По переписи населения 2011 года им владеет 562 тысячи человек в Англии и Уэллсе.
1303280	1306600	В Великобритании признаны следующие региональные языки.
1307080	1311880	Англо-шотландский язык – около 30% населения Шотландии говорит на нем.
1312060	1318140	Гайльский язык – около 60 тысяч человек говорят на этом языке в Шотландии.
1318140	1324000	Валийский язык – около 20% населения Уэллса также разговаривают на нем.
1324400	1331020	Ирландский язык – около 10% населения Северной Ирландии говорит на этом языке.
1331540	1339560	И корнский язык – примерно от 2 тысяч до 3 тысяч человек говорит на нем в Корнуэлле.
1339560	1342560	Это оценка на 2012 год.
1343680	1346560	Что касается вероисповедания.
1348560	1357560	59,5% – это христиане, включая англиканцев, католиков, пресвятыриан и методистов.
1357560	1364060	Мусульмане составляют 4,4% от общего населения.
1364600	1374560	Индуисты – 1,3%, прочие религии – 2%, атеисты – 25,7%.
1374560	1379920	Что касается возрастной структуры населения.
1380420	1388860	17,7% – это составляют люди в возрасте от 0 до 14 лет.
1389680	1396480	63,7% – от 15 до 64 лет.
1396480	1402700	65 лет и старше – 18,7%.
1402700	1405420	Это данные на 2020 год.
1405880	1407060	Средний возраст.
1407300	1411540	Средний возраст всего населения – 40,6 года.
1412240	1418480	Мужчины – 39,6% и женщины – 41,7%.
1419100	1423480	Данные также представлены на 2020 год.
1423480	1428680	Вот таким образом распределилось численное население страны.
1429120	1434920	Также по расам и по вероисповеданию.
1435640	1439480	Следующий наш вопрос, который мы должны осветить – это экономика.
1440340	1445320	Хотя по экономическому положению в Великобритании у вас будет отдельная лекция.
1445320	1456780	Но так как у нас сегодня обзорная лекция, то несколько слов будет сказано о экономике страны, язык которой вы изучаете.
1457100	1463780	Великобритания на сегодняшний день представляет собой страну с высокоразвитой, сильной и независимой экономикой.
1464220	1468380	Восстановление экономики после Второй мировой войны заняло почти 40 лет.
1468380	1477080	Кроме внутренних ресурсов, процесс восстановления подхлестнуло вступление Великобритании в европейское сообщество в 1973 году,
1477700	1481920	что способствовало подъему конкурентоспособности страны.
1482420	1487940	Теперь Великобритания находится в первых рядах среди развитых стран по уровню прироста производства,
1488400	1491060	производительности и конкурентоспособности.
1491060	1499100	Доля производства и машиностроения за годы после Второй мировой войны упала с одной трети до одной пятой,
1499320	1505220	в то время как сфера услуг значительно расширилась и стала приносить значительную часть дохода страны.
1505600	1509900	США и Япония – наиболее значительные торговые партнеры Великобритании,
1510380	1515740	а японские компании часто выбирают именно Великобританию в качестве своей базы в Европе.
1515740	1521200	Другие развивающиеся страны Восточной Азии с экспортно-ориентированной экономикой
1521200	1524400	активно участвуют на открытом рынке Великобритании.
1524840	1529940	Таким образом, Великобритания активно сотрудничает не только со странами-членами Содружества,
1530400	1533580	но и с Европой, Азией и Северной Америкой.
1534080	1539440	В 80-е годы стали свидетелями широкомасштабной приватизации государственных предприятий,
1539760	1542540	которые были национализированы в предыдущие годы.
1542540	1547700	Также поднялся средний уровень жизни, хотя по-прежнему остались деления
1547700	1552540	на более преуспевающие территории юго-восточной части страны, включая Лондон,
1552940	1556160	и менее богатые территории Запада и Севера.
1556820	1562300	Уровни безработицы и инфляции постепенно были снижены, но оставались достаточно высокими.
1562760	1565100	Страна играла роль мирового финансового лидера,
1565520	1569560	что наряду с открытием месторождений природного газа и нефти в Северном море
1569560	1574560	снизилась зависимость экономики от более традиционных источников энергии
1575080	1580560	и значительно оздоровила внутреннюю экономику страны и экономическую политику правительства.
1581600	1585740	Главными пунктами экономической политики правительства стали регулирование
1585740	1590960	и частая перемена процентных ставок, постепенное снижение прямого налогообложения,
1591460	1594560	снижение роли и влияния профессиональных объединений,
1594560	1598520	поощрение недвижимой собственности среди населения,
1598980	1602600	увеличение доли физических лиц, держателей, акций, компаний,
1603000	1607920	а также повышение уровня фактической подготовки учащихся образовательных заведений
1607920	1609720	к работе в реальном мире.
1610160	1614860	Значительные усилия предпринимаются для того, чтобы улучшить производительность труда
1614860	1617880	и конкурентоспособность товаров и услуг.
1618300	1623560	Работоспособное население составляет почти половину всего населения Великобритании.
1623560	1628260	Внутри этой группы небольшая доля человек занята собственным делом,
1628700	1631340	другие заняты в военном секторе и правительстве.
1631860	1634740	Более двух трети наемных работников занято в сфере услуг,
1634840	1638300	причем наибольшее их количество работает в финансовом секторе.
1638880	1643260	Производство, хотя и уменьшившееся за последние полвека,
1643800	1646420	занимает одну пятую всех работников.
1646900	1649700	Меньшая доля наемных работников занята в строительстве,
1649800	1652440	энергодобывающих отраслях, сельском хозяйстве,
1652440	1657960	значительно увеличилось количество работников, которые заняты неполный рабочий день.
1658500	1662700	Главными составляющими государственной экономической политики Великобритании,
1663180	1666940	которая направлена на повышение уровня занятости и экономического роста,
1667080	1673180	являются поддержка экономической стабильности как база для роста в долгосрочном периоде,
1673700	1679300	повышение производительности труда с помощью механизмов поощрения капиталовложений предпринимательства,
1679300	1686120	создания новых рабочих мест и создания более однородного и справедливого общества.
1686880	1690160	Казначейство Ее Величества является государственным органом,
1690480	1694100	который осуществляет денежную и фискальную политику государства.
1694740	1696940	Оно также отвечает за экономическую политику,
1697140	1702340	которую она притворяет в жизни вместе с другими министерствами торговли и промышленности,
1702340	1709340	Министерством образования и занятости, Министерством окружающей среды, транспорта и регионов.
1710480	1718080	Что касается природных ископаемых, то ценных природных ископаемых на территории Великобритании не так уж и много.
1718660	1722740	Однажды важнейшая добыча железной руды теперь снизилась практически до нуля.
1723300	1726340	Другие экономически важные ископаемые руды включают цинец,
1726340	1732560	свинец, добыча которого удовлетворяет потребности экономики лишь наполовину, и цинк.
1732980	1737200	Достаточно много других ресурсов, таких как мел, известь, глина, песок и гипс.
1737480	1741460	С другой стороны, Великобритания обладает большими запасами ресурсов энергии,
1741900	1747760	включая нефть, природный газ и уголь, чем любая из стран европейского сообщества.
1748260	1753340	Ранее жизненно важный источник энергии уголь продолжает утрачивать свое значение.
1753340	1761260	Если сравнить добычу угля в 1913 году, когда было произведено более 300 миллионов тонн угля
1761260	1765240	более чем одним миллионом работников в сегодняшнем днем,
1765520	1771680	то окажется, что добыча угля упала более чем в три раза с еще большим снижением уровня работников,
1771780	1774140	которые заняты в добывающей промышленности.
1774720	1777840	Электростанции по-прежнему потребляют большое количество угля,
1777840	1785820	но с ростом конкуренции со стороны альтернативных видов топлива добыча угля остается в не лучшей ситуации.
1786340	1792200	Открытие залежей нефти в Северном море привело к стремительному развитию нефтедобывающей промышленности.
1792660	1798760	С начала работы в 1975 году количество добытой ежегодной нефти увеличивается с каждым годом,
1798760	1806720	что сделало Великобританию практически самодостаточной в плане потребления нефти и даже ее экспортерам.
1807180	1815160	При среднем уровне добычи 2,6 миллионов баррелей в день Великобритания занимает шестую строчку мирового производителя нефти.
1815660	1820340	Запасы нефти в Великобритании достигают цифры 770 миллионов тонн.
1820340	1826840	С началом добычи природного газа в 1967 году уголь в городах постепенно заменили на газ.
1827120	1829120	Во всей стране построили газопровод.
1829620	1838020	Запасы натурального газа оцениваются в пределах 22,7 триллионов кубических футов.
1839200	1843240	Как я говорила ранее, угледобывающая промышленность снизилась,
1843240	1849840	и энергетический сектор государственной экономики был преобразован внутренними залежами природного газа и нефти.
1850340	1855920	Ядерное топливо незначительно повысило уровень вырабатываемого в стране энергии,
1856380	1859620	в то время как гидроэлектростанции сохранили свои позиции,
1859920	1864400	а кое-где, например, в Шотландии, остались и главным источником энергии.
1864880	1867460	В целом сфера производства продолжает сокращаться,
1867460	1870360	как в плане работников, которые заняты в этой области,
1870780	1875240	так и в плане доли в валовом национальном продукте.
1875240	1881000	Этот сектор экономики был главной причиной стремительного увеличения уровня безработицы
1881000	1883760	в начале 80-х годов прошлого века.
1884220	1886860	Когда же производство снова стало расти,
1887320	1891520	произошло значительное увеличение в производительности труда и прибылях.
1891520	1898740	Наиболее важными секторами промышленности на данный момент являются такие отрасли,
1898900	1903860	как машиностроение, пищевая промышленность, табачная, химическая промышленность,
1904380	1906960	бумажная и легкая промышленность.
1907340	1911980	Наиболее быстро развивающимися секторами промышленности стали химическая, лесная,
1912180	1916140	мебельная, резиновая промышленности и производство пластика.
1916140	1928800	Внутри химической промышленности особенно активно стала развиваться фармацевтическая индустрия. Пищевая и легкая промышленность, а также машиностроение в целом работают ниже среднего.
1928800	1953240	Великобритания выделяется в сельском хозяйстве среди европейских стран тем, что в этом секторе экономики у нее занято менее 2% населения. При коммерческой интенсификации урожаев и высоком уровне механизации по некоторым позициям объемы агропромышленного производства превзошли уровень спроса в стране. Постепенно снижается уровень занятости в этой области.
1953240	1962260	Чтобы создать альтернативную работу для людей в сельской местности, правительство предпринимает попытки перебросить рабочую силу в другие отрасли.
1962760	1973140	Государственная политика по отношению к сельскому хозяйству предполагает повышение уровня производительности и уровня жизни занятых в агропромышленном комплексе людей.
1973140	1983540	В то же время, сохраняя разумные цены на товары, чтобы этого достичь, была создана система минимальных цен на внутренние товары и пошлин на импорт.
1984060	1993180	Производителям говядины и баранины специально доплачивается, чтобы сделать их товар конкурентоспособным на европейском рынке.
1993180	2001140	Наиболее важными злаками являются пшеница, овес, рожь. Значительная часть злаков идет на производство хлеба, крупы.
2001680	2004780	В животноводстве наиболее важным является рогатый скот.
2005300	2010980	Наиболее примечательным феноменом, характеризующий экономику в Великобритании, стал рост сферы услуг.
2011360	2017580	Он отражает повышение реальных доходов населения, а также соотношение между затратами на товары и услуги.
2017580	2023280	Особенно выиграли представители финансового сектора, сектора развлечений и туризма.
2023740	2032440	Хотя некоторые услуги, например, общественный транспорт, прачечные, снизили удельный уровень доходов из-за перемещения в сторону собственных товаров,
2032600	2035400	таких как автомобили, стиральные машины, телевизоры.
2035820	2041720	Это помогло развиться обслуживающим секторам, которые продают и ремонтируют эти товары.
2041720	2051600	Другие сектора сферы услуг, на которые повысился спрос, включают отели, туризм, розничную торговлю, финансы и отдых.
2052840	2059420	Если брать краткое описание экономики, то оно выглядит вот таким образом.
2059840	2061720	У нас с вами остаются два вопроса.
2062400	2069960	Это заповедники, национальные региональные парки, а также вопрос о проблеме охраны окружающей среды.
2069960	2077760	Я предлагаю после моей аудиолекции познакомиться с презентацией, которая вам и осветят,
2078180	2089580	которая вам эта презентация на дно будет рассказывать о заповедниках и вкратце будет сказано о проблемах охраны окружающей среды.
2089980	2093860	И на этом первая лекция у нас будет с вами закончена.
