start	end	text
903340	912120	«Правительство, если таковое есть, за свою деятельность несет ответственность лишь перед монархом, но отнюдь не перед парламентом.
912360	918700	Последний может воздействовать на правительство, только используя свое правило устанавливать бюджет государства.
918700	923760	Рычаг этот, хотя и достаточно мощный, может, однако, использоваться лишь раз в году.
924600	934920	А кроме того, депутаты, вступая в конфликт с правительством или через него с монархом, не могут ощущать постоянные угрозы распуска парламента.
934920	941900	Как и для абсолютной монархии, для монархии дуалистической типичен авторитарный политический режим.
942800	947660	Государственный же режим может характеризоваться как ограниченный дуализм власти.
948500	956020	Дуалистическая монархия есть выражение компромисса между властвующей феодальной верхушкой общества и остальной его частью,
956060	959960	в котором преобладание все же остается за монархом и его окружением.
959960	965820	Одним из представителей современной дуалистической монархии является на сегодняшний день Таиланд.
967980	974780	Парламентарная монархия, в отличие от дуалистической, является довольно распространенной формой правления.
974940	977340	Она существует сегодня во многих странах мира.
978000	984220	Это и Соединенное Королевство Великобритании, это Испания, это Япония и многие другие страны.
984220	992460	Парламентарная монархия характеризуется тем, что монарх не обладает реальными полномочиями по управлению государством.
992860	997100	Его полномочия носят в основном представительный характер.
997620	1006120	Кроме того, он обладает своеобразной функцией государственного нотариуса, скрепляя своей подписью все важнейшие государственные акты.
1006120	1011620	При этом его полномочия ограничиваются формальной проверкой правильности оформления акта.
1012120	1013560	Влиять на правила не может.
1014200	1018120	В силу этого, а также исходя из принципа «монарх не ответственен»,
1019400	1023120	подпись монарха обязательно нуждается в контрасигнации,
1023860	1029400	то есть должна предварительно скрепляться подписью премьер-министра или ответственного министра.
1030020	1035180	Тем самым глава правительства или министр принимает на себя ответственность за данный акт монарха.
1035180	1039940	На практике все акты монарха готовятся к правительствам.
1040560	1043600	Монарх скрепляет своей подписью и законодательные акты,
1043780	1049460	однако правом вето в отношении принятых парламентом законов он, как правило, не имеет.
1050200	1055540	Объем полномочий монарха в странах с парламентарной формой правления не одинаков.
1056140	1061940	Он варьируется от практически полного отстранения монарха от участия в государственной деятельности
1061940	1067220	и сведения его полномочий к функции внешнего правительства, как это происходит в Швеции.
1067860	1072520	До наделения более обширными полномочиями, как, например, в Испании,
1072640	1077580	где король, согласно конституции, которая была принята у них в 1978 году,
1078120	1080880	является главнокомандующим испанской армии.
1080880	1088340	Верхушка парламента выражается в том, что правительство, которое обычно назначается монархом,
1088720	1091100	должно пользоваться доверием парламента.
1091580	1096840	А монарх, следовательно, вынужден назначать главой правительства лидера партии,
1097300	1099760	имеющей в парламенте большинство мест,
1099760	1104480	либо лидера коалиции партии, таким большинством располагающей.
1104480	1111040	Полномочия монарха могут включать в себя и некоторые резервные,
1111120	1116500	так называемые спящие прерогативы на случай возможных политических кризисов.
1116840	1118820	Монарх не получает заработную плату.
1119460	1123040	Деньги на содержание монарха и его семьи ежегодно выделяются
1123040	1125920	отдельной строкой в государственном бюджете,
1126420	1129240	и эта строка именуется цивильным листом.
1130060	1133480	Несмотря на указанные, возможно, не всегда положительные черты монархии,
1133480	1138320	как формы правления, можно отметить следующее ее достоинство.
1138880	1142800	Одним из главных является способность сохранить
1142800	1146480	неформальность отношений монарха и подданного.
1147080	1152180	Возможно, в силу этого монархия является более действенным символом единства.
1152780	1156220	Правильно устроенная монархия может быть символом единства
1156220	1160280	многонационального государства, в том числе и целой империи.
1160280	1165420	Монархия также может являться символом единства нации и общественной стабильности.
1166000	1170620	Даже формально конституционные, а фактически декоративные монархии,
1170900	1174560	вроде современной монархии, которая существует сегодня в Великобритании,
1175080	1179260	продолжают исполнять эту миссию – символа и инструмента единства.
1179260	1184260	В сфере социальных отношений монархия проводит исключительно благородные принципы.
1185260	1190360	Это, например, верность – один из самых благородных критериев в отношениях между людьми.
1190880	1195260	Одним из важных достоинств монархии является возможность принятия оперативного решения
1195820	1200280	в тех случаях, когда времени на обсуждение нет.
1200280	1205760	Еще одним важным достоинством монархии является способность эффективно выдвигать
1205760	1209280	наиболее талантливых людей на руководящие посты.
1210340	1215280	В монархической системе эта способность гораздо выше, нежели чем в республиканской.
1216240	1219200	Президент или премьер-министр, даже самый порядочный,
1219280	1222280	будет видеть в талантливом министре или генерале конкурента,
1223400	1225680	а, следовательно, всячески придерживать его.
1225680	1232900	Монарх социально выведен из конкуренции и сам заинтересован в выдвижении талантливых людей,
1233220	1236600	так как для него поражение страны – это угроза отречения,
1236840	1242680	а гибель страны – это гибель династии и, скорее всего, личная гибель монархии.
1243400	1248280	Теперь мы с вами рассмотрим понятие и сущность аристократии.
1248280	1255280	Понятие аристократии, которое произошло от греческого «аристос» – «лучшая» и «кратос» – «власть»,
1255680	1257280	понимается многозначно.
1257780	1262660	Это и есть форма государственного правления, при которой власть принадлежала родовой знати,
1263100	1268180	а также и привилегированной социальной группе,
1268560	1272160	которая имеет тенденцию к превращению в замкнутое сословие,
1272260	1273900	равно как и сама такая группа.
1274900	1278900	Аристократии противополагается демократия, то есть республика,
1278900	1285160	в которой державная власть признается принадлежащей всей совокупности
1285160	1287200	или же большинству граждан.
1288100	1291360	В основании аристократии лежит идея,
1291840	1295840	что государством должны управлять только избранные, лучшие умы.
1296280	1300800	Но на деле вопрос об этой избранности
1300800	1302960	находит различные разрешения.
1302960	1309620	У одних аристократия является определяющим началом знатности происхождения,
1310060	1315080	у других – это воинская доблесть или высшее умственное развитие,
1315640	1318400	религиозное или нравственное превосходство.
1319060	1322820	А также, наконец, играет роль размеры и род имущества.
1323460	1326980	Возникает аристократия в период разложения первобытного общества,
1326980	1331220	включая в свой состав глав отдельных родовых подразделений
1331220	1333140	и их ближайших родичей,
1333820	1336740	а также лиц, которые выполняют руководящие функции
1336740	1341680	в хозяйственной, идеологической и военной областях.
1342380	1346460	Материальную основу аристократии образует постепенная узурпация
1346460	1349360	распоряжения имуществом коллектива,
1349740	1351980	в частности, превращение добровольных подношений
1352540	1356100	рядовых членов общества в обязательные повинности.
1356100	1358400	Помимо государственной формы,
1358480	1363020	аристократии называются еще высшие аристократические классы.
1363500	1366200	Принадлежность к ней может обуславливаться рождением
1366200	1369120	и наследованием известных недвижимости.
1369280	1372520	Родовая аристократия – знать в тесном смысле.
1372960	1375100	Или же она связана с приобретением особых,
1376040	1378340	предполагающих ее условий,
1378420	1381100	например, денежная или чиновная аристократия,
1381600	1383500	или, наконец, достигается избранием.
1383500	1387200	К последнему роду принадлежала народная аристократия Древнего Рима.
1387780	1392300	Родовая и поземельная аристократия достигла полного своего развития
1392300	1396140	в феодальной организации нового европейского общества,
1396480	1399700	которое явилось на смену античной цивилизации.
1400340	1402660	В борьбе с этой средневековой аристократией
1402660	1405540	вырос и укрепился принцип современной монархии.
1406180	1408400	Решительный и смертельный удар нанесла ей
1408400	1410560	«Великая французская революция»,
1410560	1414780	положив начало господству денежной аристократии,
1415180	1417140	утвердившей теперь свое владычество
1417140	1420480	во всех практически европейских государствах.
1420980	1423900	Сущность аристократического принципа заключалась в том,
1424480	1427460	что господство должно принадлежать лучшим людям
1427460	1430900	и вела за собой три важных последствия.
1430900	1434740	Первое. То, что даже в нереспубликанских государствах,
1434800	1435880	то есть в монархиях,
1436360	1438280	аристократические элементы участвуют,
1438500	1441200	если не прямо в обладании верховной властью,
1441680	1443480	то в ее отправлениях,
1443560	1445200	и при том фактически везде.
1445760	1448420	А в силу государственно-юридических полномочий,
1448880	1450980	в том числе и представительных монархиях.
1451460	1454640	Последнее осуществляется преимущественно в форме верхних палат.
1455060	1457540	Ну и нижние палаты или палаты представителей,
1457540	1461620	равно как вообще всякое народное представительство,
1461880	1466840	в свою очередь, тоже покоится на аристократическом принципе.
1467760	1468880	Второе последствие.
1469540	1471540	Это то, что и самая широкая демократия
1472200	1475120	не только терпит у себя аристократические элементы,
1475620	1478060	но в действительности есть не что иное,
1478500	1480340	как расширенная аристократия.
1480880	1483800	Так что обе они понятия относительные,
1483920	1486640	представляют лишь различные степени развития,
1486640	1489160	одной и той же государственной формы
1489160	1492520	и одного и того же, определяющего ее начало.
1493220	1496120	Наконец, третье последствие заключается в том,
1496200	1498740	что во всех образующихся внутри государства
1498740	1500020	общественных союзах,
1500360	1503480	политических, социальных и даже церковных,
1503880	1506640	равно как и в международных союзах государств,
1507020	1510740	везде выступает аристократический принцип.
1510740	1512900	В закапиталистическом обществе
1512900	1516800	наследственная знать, обладающая властью и привилегиями,
1517120	1520040	в ряде стран сохраняет привилегии и влияние
1520040	1522560	после утверждения принципа равноправия.
1523120	1526120	Наиболее привилегированные слои населения
1526120	1529200	так называется аристократия.
1530060	1533860	Итак, мы с вами рассмотрели первый вопрос,
1534280	1536900	где разобрали, что такое монархия,
1536900	1542980	что такое аристократия и разобрали виды монархии.
1543440	1545900	Второй вопрос нашей лекции –
1545900	1547900	это правящие династии.
1548600	1551020	Династия Тюдоров, династия Стюартов,
1551620	1554900	Ганноверская династия и Винздорская династия.
